variant,x,cycles_per_iter,misses_per_iter
random,52.0,14.4768,0.49570
random,52.0,14.4384,0.49380
random,52.0,14.4543,0.49449
random,52.0,14.4732,0.49509
random,52.0,14.4689,0.49525
random,52.0,14.5314,0.49730
random,52.0,14.4988,0.49683
random,52.0,14.4534,0.49483
random,52.0,14.4922,0.49629
random,52.0,14.5402,0.49770
random,52.0,14.4853,0.49574
random,52.0,14.4525,0.49466
random,52.0,14.5425,0.49332
random,52.0,14.4889,0.49582
random,52.0,14.4502,0.49425
random,52.0,14.4573,0.49474
random,52.0,14.4774,0.49582
random,52.0,14.4696,0.49486
random,52.0,14.4823,0.49557
random,52.0,14.4569,0.49527
branchless,52.0,2.8990,0.00005
branchless,52.0,2.8978,0.00005
branchless,52.0,2.8989,0.00005
branchless,52.0,2.8935,0.00005
branchless,52.0,2.8933,0.00003
branchless,52.0,2.8978,0.00003
branchless,52.0,2.8977,0.00003
branchless,52.0,2.8967,0.00003
branchless,52.0,2.8998,0.00003
branchless,52.0,2.9040,0.00003
branchless,52.0,2.8968,0.00003
branchless,52.0,2.8954,0.00003
branchless,52.0,2.8961,0.00003
branchless,52.0,2.8925,0.00003
branchless,52.0,2.8952,0.00003
branchless,52.0,2.9011,0.00003
branchless,52.0,2.8961,0.00003
branchless,52.0,2.8999,0.00003
branchless,52.0,2.8970,0.00003
branchless,52.0,2.8951,0.00003
branchless,52.0,2.8990,0.00003
branchless,52.0,2.8991,0.00003
branchless,52.0,2.8963,0.00003
branchless,52.0,2.8984,0.00003
branchless,52.0,2.8960,0.00003
branchless,52.0,2.8971,0.00003
branchless,52.0,2.8983,0.00003
branchless,52.0,2.8994,0.00003
branchless,52.0,2.8981,0.00003
branchless,52.0,2.8983,0.00003
branchless,52.0,2.8957,0.00003
sorted,52.0,2.2693,0.00017
sorted,52.0,2.2671,0.00014
sorted,52.0,2.2676,0.00009
sorted,52.0,2.2647,0.00006
sorted,52.0,2.2659,0.00005
sorted,52.0,2.2643,0.00005
sorted,52.0,2.2656,0.00005
sorted,52.0,2.2650,0.00005
sorted,52.0,2.2650,0.00005
sorted,52.0,2.2654,0.00005
sorted,52.0,2.2646,0.00005
sorted,52.0,2.2662,0.00005
sorted,52.0,2.2643,0.00005
sorted,52.0,2.2664,0.00005
sorted,52.0,2.2642,0.00005
sorted,52.0,2.2657,0.00005
sorted,52.0,2.2647,0.00005
sorted,52.0,2.2652,0.00005
sorted,52.0,2.2653,0.00005
sorted,52.0,2.2646,0.00005
sorted,52.0,2.2659,0.00005
sorted,52.0,2.2646,0.00005
sorted,52.0,2.2660,0.00005
sorted,52.0,2.2643,0.00005
sorted,52.0,2.2662,0.00005
sorted,52.0,2.2650,0.00005
sorted,52.0,2.2654,0.00005
sorted,52.0,2.2652,0.00005
sorted,52.0,2.2648,0.00005
sorted,52.0,2.2660,0.00005
sorted,52.0,2.2646,0.00005
random,54.0,14.4599,0.49303
random,54.0,14.4106,0.49059
random,54.0,14.4987,0.48932
random,54.0,14.4137,0.49109
random,54.0,14.4465,0.49277
random,54.0,14.3165,0.48714
random,54.0,14.3880,0.49004
random,54.0,14.3944,0.49043
random,54.0,14.3728,0.48911
random,54.0,14.3299,0.48721
random,54.0,14.3740,0.48950
random,54.0,14.3202,0.48756
random,54.0,14.3747,0.48981
random,54.0,14.3205,0.48677
random,54.0,17.8078,0.48848
random,54.0,14.3491,0.48820
random,54.0,14.5686,0.49155
random,54.0,14.3913,0.48999
random,54.0,14.4030,0.49080
random,54.0,14.3758,0.48914
random,54.0,14.3735,0.48943
random,54.0,14.3849,0.48967
random,54.0,14.3945,0.49039
random,54.0,14.4041,0.49059
random,54.0,14.3571,0.48906
random,54.0,14.2997,0.48627
random,54.0,14.3339,0.48747
random,54.0,14.3586,0.48767
random,54.0,14.3745,0.48979
random,54.0,14.4301,0.49182
random,54.0,16.2469,0.48846
branchless,54.0,2.8979,0.00005
branchless,54.0,2.8972,0.00005
branchless,54.0,2.9023,0.00005
branchless,54.0,2.8995,0.00005
branchless,54.0,2.8987,0.00003
branchless,54.0,2.8944,0.00003
branchless,54.0,2.8949,0.00003
branchless,54.0,2.8967,0.00003
branchless,54.0,2.8968,0.00003
branchless,54.0,2.9037,0.00003
branchless,54.0,2.8979,0.00003
branchless,54.0,2.8996,0.00003
branchless,54.0,2.8983,0.00003
branchless,54.0,2.9196,0.00003
branchless,54.0,2.9113,0.00003
branchless,54.0,2.9007,0.00003
branchless,54.0,2.8987,0.00003
branchless,54.0,2.8951,0.00003
branchless,54.0,2.8945,0.00003
branchless,54.0,2.8976,0.00003
branchless,54.0,2.8965,0.00003
branchless,54.0,2.8987,0.00003
branchless,54.0,2.8954,0.00003
branchless,54.0,2.9008,0.00003
branchless,54.0,2.8981,0.00003
branchless,54.0,2.9005,0.00003
branchless,54.0,2.8977,0.00003
branchless,54.0,2.8997,0.00003
branchless,54.0,2.8982,0.00003
branchless,54.0,2.8963,0.00003
branchless,54.0,2.8967,0.00003
sorted,54.0,2.2900,0.00017
sorted,54.0,2.2890,0.00018
sorted,54.0,2.2892,0.00012
sorted,54.0,2.2857,0.00006
sorted,54.0,2.2871,0.00005
sorted,54.0,2.2853,0.00005
sorted,54.0,2.2869,0.00005
sorted,54.0,2.2854,0.00005
sorted,54.0,2.2865,0.00005
sorted,54.0,2.2858,0.00005
sorted,54.0,2.2861,0.00005
sorted,54.0,2.2863,0.00005
sorted,54.0,2.2856,0.00005
sorted,54.0,2.2868,0.00005
sorted,54.0,2.2854,0.00005
sorted,54.0,2.2869,0.00005
sorted,54.0,2.2852,0.00005
sorted,54.0,2.2874,0.00005
sorted,54.0,2.2852,0.00005
sorted,54.0,2.2869,0.00005
sorted,54.0,2.2855,0.00005
sorted,54.0,2.2890,0.00005
sorted,54.0,2.2860,0.00005
sorted,54.0,2.2883,0.00005
sorted,54.0,2.2865,0.00005
sorted,54.0,2.2855,0.00005
sorted,54.0,2.2867,0.00005
sorted,54.0,2.2873,0.00005
sorted,54.0,4.1034,0.00015
sorted,54.0,2.2868,0.00005
sorted,54.0,2.2860,0.00005
random,56.0,14.2950,0.48457
random,56.0,14.2620,0.48352
random,56.0,14.2634,0.48328
random,56.0,14.2694,0.48381
random,56.0,14.2337,0.48259
random,56.0,14.1814,0.48015
random,56.0,14.2422,0.48257
random,56.0,14.1714,0.47919
random,56.0,14.1827,0.48007
random,56.0,14.3964,0.48260
random,56.0,14.2344,0.48247
random,56.0,14.2033,0.48094
random,56.0,14.1927,0.48064
random,56.0,14.1567,0.47884
random,56.0,14.1438,0.47816
random,56.0,14.2570,0.48335
random,56.0,15.8410,0.48428
random,56.0,14.1936,0.48022
random,56.0,14.2082,0.48090
random,56.0,14.1700,0.47881
random,56.0,14.1854,0.47961
random,56.0,14.1992,0.48061
random,56.0,14.2216,0.48166
random,56.0,14.1809,0.47955
random,56.0,14.2914,0.47949
random,56.0,14.2389,0.48241
random,56.0,14.1989,0.48099
random,56.0,14.1466,0.47849
random,56.0,14.2321,0.48198
random,56.0,14.2613,0.48279
random,56.0,14.1794,0.47981
branchless,56.0,2.8965,0.00005
branchless,56.0,2.8978,0.00005
branchless,56.0,2.8982,0.00008
branchless,56.0,2.8970,0.00005
branchless,56.0,2.9009,0.00003
branchless,56.0,2.8983,0.00003
branchless,56.0,2.8967,0.00003
branchless,56.0,2.8981,0.00003
branchless,56.0,2.9040,0.00003
branchless,56.0,2.8996,0.00003
branchless,56.0,2.8975,0.00003
branchless,56.0,2.9019,0.00003
branchless,56.0,2.9005,0.00003
branchless,56.0,2.8973,0.00003
branchless,56.0,2.8982,0.00003
branchless,56.0,2.8953,0.00003
branchless,56.0,2.8989,0.00003
branchless,56.0,2.8989,0.00003
branchless,56.0,2.8991,0.00003
branchless,56.0,2.8988,0.00003
branchless,56.0,2.8954,0.00003
branchless,56.0,2.8986,0.00003
branchless,56.0,2.9019,0.00003
branchless,56.0,2.8947,0.00003
branchless,56.0,2.8987,0.00003
branchless,56.0,2.8963,0.00003
branchless,56.0,2.8969,0.00003
branchless,56.0,2.8983,0.00003
branchless,56.0,2.8983,0.00003
branchless,56.0,2.8986,0.00003
branchless,56.0,2.8942,0.00003
sorted,56.0,2.3057,0.00017
sorted,56.0,2.3086,0.00021
sorted,56.0,2.3053,0.00015
sorted,56.0,2.3058,0.00011
sorted,56.0,2.3033,0.00006
sorted,56.0,2.3044,0.00005
sorted,56.0,2.3026,0.00005
sorted,56.0,2.3038,0.00005
sorted,56.0,2.3030,0.00005
sorted,56.0,2.3034,0.00005
sorted,56.0,2.3036,0.00005
sorted,56.0,2.3031,0.00005
sorted,56.0,2.3044,0.00005
sorted,56.0,2.3034,0.00005
sorted,56.0,2.3043,0.00005
sorted,56.0,2.3028,0.00005
sorted,56.0,2.3044,0.00005
sorted,56.0,2.3023,0.00005
sorted,56.0,2.3042,0.00005
sorted,56.0,2.3026,0.00005
sorted,56.0,2.3045,0.00005
sorted,56.0,2.3028,0.00005
sorted,56.0,2.3044,0.00005
sorted,56.0,2.3026,0.00005
sorted,56.0,2.3041,0.00005
sorted,56.0,2.3030,0.00005
sorted,56.0,2.3034,0.00005
sorted,56.0,2.3033,0.00005
sorted,56.0,2.3033,0.00005
sorted,56.0,2.3037,0.00005
sorted,56.0,2.3030,0.00005
random,58.0,13.9927,0.47035
random,58.0,14.0162,0.47177
random,58.0,13.9818,0.47038
random,58.0,14.0536,0.46835
random,58.0,13.9882,0.46973
random,58.0,14.0299,0.47209
random,58.0,14.0005,0.47165
random,58.0,13.9774,0.46983
random,58.0,13.9051,0.46683
random,58.0,14.0226,0.47119
random,58.0,13.9666,0.47002
random,58.0,14.0249,0.47238
random,58.0,14.0225,0.47176
random,58.0,13.9648,0.47018
random,58.0,14.0436,0.47240
random,58.0,14.0586,0.47374
random,58.0,14.3613,0.47052
random,58.0,14.0567,0.47121
random,58.0,14.1362,0.47067
random,58.0,14.0150,0.47127
random,58.0,13.9335,0.46832
random,58.0,13.9660,0.46931
random,58.0,14.0412,0.47232
random,58.0,13.9787,0.47021
random,58.0,13.9122,0.46727
random,58.0,13.9712,0.46938
random,58.0,14.0156,0.47112
random,58.0,14.0207,0.47227
random,58.0,14.0039,0.47166
random,58.0,13.9976,0.47047
random,58.0,13.9210,0.46738
branchless,58.0,2.8990,0.00005
branchless,58.0,2.9003,0.00005
branchless,58.0,2.8963,0.00005
branchless,58.0,2.8978,0.00005
branchless,58.0,2.8977,0.00003
branchless,58.0,2.8978,0.00003
branchless,58.0,2.8995,0.00003
branchless,58.0,2.8961,0.00003
branchless,58.0,3.0165,0.00003
branchless,58.0,2.8962,0.00003
branchless,58.0,2.9015,0.00003
branchless,58.0,2.8965,0.00003
branchless,58.0,2.8978,0.00003
branchless,58.0,2.9006,0.00003
branchless,58.0,2.8963,0.00003
branchless,58.0,2.9002,0.00003
branchless,58.0,2.8955,0.00003
branchless,58.0,2.8968,0.00003
branchless,58.0,2.8991,0.00003
branchless,58.0,2.9012,0.00003
branchless,58.0,2.8965,0.00003
branchless,58.0,2.8965,0.00003
branchless,58.0,2.8944,0.00003
branchless,58.0,2.8969,0.00003
branchless,58.0,2.8988,0.00003
branchless,58.0,2.8972,0.00003
branchless,58.0,2.8987,0.00003
branchless,58.0,2.8942,0.00003
branchless,58.0,2.8938,0.00003
branchless,58.0,2.8985,0.00003
branchless,58.0,2.8949,0.00003
sorted,58.0,2.3235,0.00017
sorted,58.0,2.3251,0.00021
sorted,58.0,2.3232,0.00015
sorted,58.0,2.3218,0.00009
sorted,58.0,2.3206,0.00005
sorted,58.0,2.3207,0.00005
sorted,58.0,2.3211,0.00005
sorted,58.0,2.3205,0.00005
sorted,58.0,2.3211,0.00005
sorted,58.0,2.3200,0.00005
sorted,58.0,2.3213,0.00005
sorted,58.0,2.3198,0.00005
sorted,58.0,2.3212,0.00005
sorted,58.0,2.3197,0.00005
sorted,58.0,2.3214,0.00005
sorted,58.0,2.3195,0.00005
sorted,58.0,2.3214,0.00005
sorted,58.0,2.3196,0.00005
sorted,58.0,2.3218,0.00005
sorted,58.0,2.3195,0.00005
sorted,58.0,2.3214,0.00005
sorted,58.0,2.3198,0.00005
sorted,58.0,2.3214,0.00005
sorted,58.0,2.3198,0.00005
sorted,58.0,2.3212,0.00005
sorted,58.0,2.3200,0.00005
sorted,58.0,2.3210,0.00005
sorted,58.0,2.3201,0.00005
sorted,58.0,2.3216,0.00005
sorted,58.0,2.3204,0.00005
sorted,58.0,2.3205,0.00005
random,60.0,13.7945,0.46048
random,60.0,13.6873,0.45636
random,60.0,13.7036,0.45682
random,60.0,13.7486,0.45912
random,60.0,15.1864,0.45547
random,60.0,13.7051,0.45703
random,60.0,13.7139,0.45734
random,60.0,13.6798,0.45627
random,60.0,13.7548,0.45869
random,60.0,13.6872,0.45619
random,60.0,13.7299,0.45854
random,60.0,13.6418,0.45432
random,60.0,13.8239,0.45605
random,60.0,13.6774,0.45580
random,60.0,13.7113,0.45752
random,60.0,13.6938,0.45633
random,60.0,13.6511,0.45543
random,60.0,13.6158,0.45375
random,60.0,13.7705,0.45984
random,60.0,13.7250,0.45778
random,60.0,13.6672,0.45601
random,60.0,13.7485,0.45908
random,60.0,13.6825,0.45667
random,60.0,13.7018,0.45720
random,60.0,13.6771,0.45630
random,60.0,13.7332,0.45798
random,60.0,13.7673,0.46017
random,60.0,13.7729,0.45497
random,60.0,13.7523,0.45903
random,60.0,13.7440,0.45889
random,60.0,13.7567,0.45992
branchless,60.0,2.8959,0.00005
branchless,60.0,2.9002,0.00005
branchless,60.0,2.8988,0.00005
branchless,60.0,2.9010,0.00005
branchless,60.0,2.8979,0.00003
branchless,60.0,2.8966,0.00003
branchless,60.0,2.8957,0.00003
branchless,60.0,2.8967,0.00003
branchless,60.0,2.8989,0.00003
branchless,60.0,2.9002,0.00003
branchless,60.0,2.8933,0.00003
branchless,60.0,2.8979,0.00003
branchless,60.0,2.8966,0.00003
branchless,60.0,2.8993,0.00003
branchless,60.0,2.8966,0.00003
branchless,60.0,2.8991,0.00003
branchless,60.0,2.8980,0.00003
branchless,60.0,2.8978,0.00003
branchless,60.0,2.8970,0.00003
branchless,60.0,2.8973,0.00003
branchless,60.0,2.8961,0.00003
branchless,60.0,2.8969,0.00003
branchless,60.0,2.8955,0.00003
branchless,60.0,2.8960,0.00003
branchless,60.0,2.8960,0.00003
branchless,60.0,2.8971,0.00003
branchless,60.0,2.8981,0.00003
branchless,60.0,2.8998,0.00003
branchless,60.0,2.8979,0.00003
branchless,60.0,2.8962,0.00003
branchless,60.0,2.8923,0.00003
sorted,60.0,2.3392,0.00017
sorted,60.0,2.3427,0.00026
sorted,60.0,2.3387,0.00015
sorted,60.0,2.3372,0.00005
sorted,60.0,2.3362,0.00005
sorted,60.0,2.3372,0.00005
sorted,60.0,2.3358,0.00005
sorted,60.0,2.3373,0.00005
sorted,60.0,2.4802,0.00012
sorted,60.0,2.3374,0.00005
sorted,60.0,2.3359,0.00005
sorted,60.0,2.3370,0.00005
sorted,60.0,2.3358,0.00005
sorted,60.0,2.3375,0.00005
sorted,60.0,2.3358,0.00005
sorted,60.0,2.3373,0.00005
sorted,60.0,2.3356,0.00005
sorted,60.0,2.3373,0.00005
sorted,60.0,2.3356,0.00005
sorted,60.0,2.3374,0.00005
sorted,60.0,2.3360,0.00005
sorted,60.0,2.3374,0.00005
sorted,60.0,2.3359,0.00005
sorted,60.0,2.3374,0.00005
sorted,60.0,2.3358,0.00005
sorted,60.0,2.3374,0.00005
sorted,60.0,2.3354,0.00005
sorted,60.0,2.3377,0.00005
sorted,60.0,2.3356,0.00005
sorted,60.0,2.3374,0.00005
sorted,60.0,2.3356,0.00005
random,62.0,13.3008,0.43918
random,62.0,13.1888,0.43381
random,62.0,13.2556,0.43739
random,62.0,13.2260,0.43604
random,62.0,14.7005,0.43465
random,62.0,13.2381,0.43689
random,62.0,13.2397,0.43629
random,62.0,13.2964,0.43312
random,62.0,13.1818,0.43433
random,62.0,13.2050,0.43433
random,62.0,13.1985,0.43408
random,62.0,13.2064,0.43573
random,62.0,13.1722,0.43355
random,62.0,13.1460,0.43283
random,62.0,13.2328,0.43648
random,62.0,13.2554,0.43694
random,62.0,13.2168,0.43582
random,62.0,13.2374,0.43661
random,62.0,13.1888,0.43448
random,62.0,13.2242,0.43526
random,62.0,13.1724,0.43362
random,62.0,13.2132,0.43503
random,62.0,13.2534,0.43231
random,62.0,13.2549,0.43730
random,62.0,13.1768,0.43364
random,62.0,13.2171,0.43568
random,62.0,13.1222,0.43112
random,62.0,13.2289,0.43570
random,62.0,13.2228,0.43582
random,62.0,13.2280,0.43553
random,62.0,13.2029,0.43507
branchless,62.0,2.8966,0.00005
branchless,62.0,2.8994,0.00005
branchless,62.0,2.8965,0.00005
branchless,62.0,2.8958,0.00005
branchless,62.0,2.8979,0.00003
branchless,62.0,2.8966,0.00003
branchless,62.0,2.8982,0.00003
branchless,62.0,2.8958,0.00003
branchless,62.0,2.8953,0.00003
branchless,62.0,2.8973,0.00003
branchless,62.0,2.8969,0.00003
branchless,62.0,2.8985,0.00003
branchless,62.0,2.8984,0.00003
branchless,62.0,2.8962,0.00003
branchless,62.0,2.8972,0.00003
branchless,62.0,2.8991,0.00003
branchless,62.0,2.8994,0.00003
branchless,62.0,2.8985,0.00003
branchless,62.0,2.8982,0.00003
branchless,62.0,2.8966,0.00003
branchless,62.0,2.8976,0.00003
branchless,62.0,2.8975,0.00003
branchless,62.0,2.8973,0.00003
branchless,62.0,2.8973,0.00003
branchless,62.0,2.8970,0.00003
branchless,62.0,2.8955,0.00003
branchless,62.0,2.8969,0.00003
branchless,62.0,2.8999,0.00003
branchless,62.0,2.8979,0.00003
branchless,62.0,2.9001,0.00003
branchless,62.0,3.0122,0.00003
sorted,62.0,2.3629,0.00014
sorted,62.0,2.3624,0.00017
sorted,62.0,2.3625,0.00012
sorted,62.0,2.3606,0.00009
sorted,62.0,2.3611,0.00008
sorted,62.0,2.3592,0.00005
sorted,62.0,2.3600,0.00005
sorted,62.0,2.3593,0.00005
sorted,62.0,2.3600,0.00005
sorted,62.0,2.3594,0.00005
sorted,62.0,2.3599,0.00005
sorted,62.0,2.3595,0.00005
sorted,62.0,2.3603,0.00005
sorted,62.0,2.3595,0.00005
sorted,62.0,2.3598,0.00005
sorted,62.0,2.3596,0.00005
sorted,62.0,2.3598,0.00005
sorted,62.0,2.3600,0.00005
sorted,62.0,2.3601,0.00005
sorted,62.0,2.3601,0.00005
sorted,62.0,2.3596,0.00005
sorted,62.0,2.3598,0.00005
sorted,62.0,2.3599,0.00005
sorted,62.0,2.3602,0.00005
sorted,62.0,2.3595,0.00005
sorted,62.0,2.3602,0.00005
sorted,62.0,2.3594,0.00005
sorted,62.0,2.3604,0.00005
sorted,62.0,2.3618,0.00005
sorted,62.0,2.3781,0.00005
sorted,62.0,2.3715,0.00005
random,64.0,17.8792,0.42586
random,64.0,13.0234,0.42607
random,64.0,13.1792,0.42694
random,64.0,12.9568,0.42361
random,64.0,12.9530,0.42357
random,64.0,12.9519,0.42386
random,64.0,12.9649,0.42369
random,64.0,12.9773,0.42505
random,64.0,12.9521,0.42288
random,64.0,12.9417,0.42328
random,64.0,12.9539,0.42374
random,64.0,12.9251,0.42241
random,64.0,12.9386,0.42310
random,64.0,12.9558,0.42398
random,64.0,14.2522,0.42558
random,64.0,13.0054,0.42557
random,64.0,12.9442,0.42311
random,64.0,13.5493,0.42503
random,64.0,13.0109,0.42490
random,64.0,13.0127,0.42574
random,64.0,13.0049,0.42606
random,64.0,12.9756,0.42462
random,64.0,12.8973,0.42134
random,64.0,12.9479,0.42412
random,64.0,12.9834,0.42511
random,64.0,13.0061,0.42653
random,64.0,12.9504,0.42401
random,64.0,12.8997,0.42111
random,64.0,12.9607,0.42438
random,64.0,12.9459,0.42303
random,64.0,12.9516,0.42413
branchless,64.0,2.8968,0.00005
branchless,64.0,2.8983,0.00005
branchless,64.0,2.8978,0.00008
branchless,64.0,2.8995,0.00005
branchless,64.0,2.9013,0.00003
branchless,64.0,2.8955,0.00003
branchless,64.0,2.8985,0.00003
branchless,64.0,2.8987,0.00003
branchless,64.0,2.8982,0.00003
branchless,64.0,3.0205,0.00003
branchless,64.0,2.9010,0.00003
branchless,64.0,2.8958,0.00003
branchless,64.0,2.8971,0.00003
branchless,64.0,2.8952,0.00003
branchless,64.0,2.8976,0.00003
branchless,64.0,2.8976,0.00003
branchless,64.0,2.8980,0.00003
branchless,64.0,2.8984,0.00003
branchless,64.0,2.8961,0.00003
branchless,64.0,2.8943,0.00003
branchless,64.0,2.8981,0.00003
branchless,64.0,2.9022,0.00003
branchless,64.0,2.9073,0.00003
branchless,64.0,2.8978,0.00003
branchless,64.0,2.8954,0.00003
branchless,64.0,2.9003,0.00003
branchless,64.0,2.8975,0.00003
branchless,64.0,2.8961,0.00003
branchless,64.0,2.8971,0.00003
branchless,64.0,2.8956,0.00003
branchless,64.0,2.8988,0.00003
sorted,64.0,2.3743,0.00014
sorted,64.0,2.3728,0.00015
sorted,64.0,2.3732,0.00009
sorted,64.0,2.3713,0.00009
sorted,64.0,2.3717,0.00005
sorted,64.0,2.3700,0.00005
sorted,64.0,2.3716,0.00005
sorted,64.0,2.3701,0.00005
sorted,64.0,2.3716,0.00005
sorted,64.0,2.3701,0.00005
sorted,64.0,2.3716,0.00005
sorted,64.0,2.3703,0.00005
sorted,64.0,2.3718,0.00005
sorted,64.0,2.3704,0.00005
sorted,64.0,2.3716,0.00005
sorted,64.0,2.3705,0.00005
sorted,64.0,2.3712,0.00005
sorted,64.0,2.3707,0.00005
sorted,64.0,2.3709,0.00005
sorted,64.0,2.3708,0.00005
sorted,64.0,2.3708,0.00005
sorted,64.0,2.3710,0.00005
sorted,64.0,2.3708,0.00005
sorted,64.0,2.3712,0.00005
sorted,64.0,2.3706,0.00005
sorted,64.0,2.3713,0.00005
sorted,64.0,2.3708,0.00005
sorted,64.0,2.3717,0.00005
sorted,64.0,2.3706,0.00005
sorted,64.0,2.3718,0.00005
sorted,64.0,2.3702,0.00005
random,66.0,12.4064,0.39977
random,66.0,12.4117,0.40009
random,66.0,12.4777,0.40315
random,66.0,12.3542,0.39758
random,66.0,12.3910,0.39893
random,66.0,12.3929,0.39732
random,66.0,12.4247,0.40034
random,66.0,12.3832,0.39822
random,66.0,12.3946,0.39845
random,66.0,12.4262,0.40033
random,66.0,12.3364,0.39732
random,66.0,12.3733,0.39798
random,66.0,12.3264,0.39630
random,66.0,12.5834,0.39545
random,66.0,12.5888,0.39758
random,66.0,12.3326,0.39687
random,66.0,12.3592,0.39717
random,66.0,12.4059,0.39925
random,66.0,12.3811,0.39803
random,66.0,12.2896,0.39445
random,66.0,12.4333,0.40063
random,66.0,12.3682,0.39839
random,66.0,12.3849,0.39809
random,66.0,12.3932,0.39925
random,66.0,12.3388,0.39630
random,66.0,12.3459,0.39682
random,66.0,12.3382,0.39674
random,66.0,12.4285,0.40039
random,66.0,12.3265,0.39612
random,66.0,12.3370,0.39685
random,66.0,12.4832,0.39825
branchless,66.0,2.8976,0.00005
branchless,66.0,2.8979,0.00005
branchless,66.0,2.8943,0.00005
branchless,66.0,2.8976,0.00005
branchless,66.0,2.8986,0.00003
branchless,66.0,2.8972,0.00003
branchless,66.0,2.8979,0.00003
branchless,66.0,2.8985,0.00003
branchless,66.0,2.8998,0.00003
branchless,66.0,2.8959,0.00003
branchless,66.0,2.9020,0.00003
branchless,66.0,2.8979,0.00003
branchless,66.0,2.8978,0.00003
branchless,66.0,2.8952,0.00003
branchless,66.0,2.8963,0.00003
branchless,66.0,2.8985,0.00003
branchless,66.0,2.8969,0.00003
branchless,66.0,2.9004,0.00003
branchless,66.0,2.8969,0.00003
branchless,66.0,2.8937,0.00003
branchless,66.0,2.8936,0.00003
branchless,66.0,2.8959,0.00003
branchless,66.0,2.8987,0.00003
branchless,66.0,2.8954,0.00003
branchless,66.0,2.8944,0.00003
branchless,66.0,2.8978,0.00003
branchless,66.0,2.8958,0.00003
branchless,66.0,2.8997,0.00003
branchless,66.0,2.8984,0.00003
branchless,66.0,2.9001,0.00003
branchless,66.0,2.8963,0.00003
sorted,66.0,2.3973,0.00017
sorted,66.0,2.3971,0.00023
sorted,66.0,2.3985,0.00021
sorted,66.0,2.3945,0.00012
sorted,66.0,2.3945,0.00005
sorted,66.0,2.3929,0.00005
sorted,66.0,2.3944,0.00005
sorted,66.0,2.3926,0.00005
sorted,66.0,2.3963,0.00005
sorted,66.0,2.3936,0.00005
sorted,66.0,2.3935,0.00005
sorted,66.0,2.3934,0.00005
sorted,66.0,2.3932,0.00005
sorted,66.0,2.3936,0.00005
sorted,66.0,2.3929,0.00005
sorted,66.0,2.3938,0.00005
sorted,66.0,2.3929,0.00005
sorted,66.0,2.3943,0.00005
sorted,66.0,2.3927,0.00005
sorted,66.0,2.3942,0.00005
sorted,66.0,2.4026,0.00005
sorted,66.0,2.3942,0.00005
sorted,66.0,2.3923,0.00005
sorted,66.0,2.3942,0.00005
sorted,66.0,2.3924,0.00005
sorted,66.0,2.3941,0.00005
sorted,66.0,2.3925,0.00005
sorted,66.0,2.5094,0.00005
sorted,66.0,2.3936,0.00005
sorted,66.0,2.3932,0.00005
sorted,66.0,2.3936,0.00005
random,68.0,12.0291,0.38310
random,68.0,11.8766,0.37656
random,68.0,11.9185,0.37845
random,68.0,11.8499,0.37538
random,68.0,11.9675,0.38080
random,68.0,11.9095,0.37749
random,68.0,11.8734,0.37575
random,68.0,11.8513,0.37477
random,68.0,11.8579,0.37523
random,68.0,11.9178,0.37894
random,68.0,11.8849,0.37697
random,68.0,11.8379,0.37492
random,68.0,14.9892,0.37520
random,68.0,11.8946,0.37706
random,68.0,11.8399,0.37505
random,68.0,11.8942,0.37662
random,68.0,11.9178,0.37845
random,68.0,11.9037,0.37729
random,68.0,11.8679,0.37675
random,68.0,11.8680,0.37619
random,68.0,11.9021,0.37740
random,68.0,11.8284,0.37427
random,68.0,11.8586,0.37520
random,68.0,11.9223,0.37839
random,68.0,11.8765,0.37740
random,68.0,11.9857,0.38077
random,68.0,11.9375,0.37836
random,68.0,11.8542,0.37570
random,68.0,11.8311,0.37550
random,68.0,11.8279,0.37451
random,68.0,11.8738,0.37627
branchless,68.0,2.8962,0.00005
branchless,68.0,2.8969,0.00005
branchless,68.0,2.8941,0.00005
branchless,68.0,2.8979,0.00003
branchless,68.0,2.8963,0.00003
branchless,68.0,2.8956,0.00003
branchless,68.0,2.8967,0.00003
branchless,68.0,2.8953,0.00003
branchless,68.0,2.8969,0.00003
branchless,68.0,2.8984,0.00003
branchless,68.0,2.8987,0.00003
branchless,68.0,2.8955,0.00003
branchless,68.0,2.8964,0.00003
branchless,68.0,2.8982,0.00003
branchless,68.0,2.8970,0.00003
branchless,68.0,2.8971,0.00003
branchless,68.0,2.8976,0.00003
branchless,68.0,2.8972,0.00003
branchless,68.0,2.8951,0.00003
branchless,68.0,2.8963,0.00003
branchless,68.0,2.8973,0.00003
branchless,68.0,2.8989,0.00003
branchless,68.0,2.8994,0.00003
branchless,68.0,2.8961,0.00003
branchless,68.0,2.8945,0.00003
branchless,68.0,2.8972,0.00003
branchless,68.0,2.8954,0.00003
branchless,68.0,2.8992,0.00003
branchless,68.0,2.8952,0.00003
branchless,68.0,2.8965,0.00003
branchless,68.0,2.9009,0.00003
sorted,68.0,2.4118,0.00017
sorted,68.0,2.4148,0.00021
sorted,68.0,2.4107,0.00012
sorted,68.0,2.4110,0.00006
sorted,68.0,2.4086,0.00005
sorted,68.0,2.4103,0.00005
sorted,68.0,2.4089,0.00005
sorted,68.0,2.4100,0.00005
sorted,68.0,2.4093,0.00005
sorted,68.0,2.4095,0.00005
sorted,68.0,2.4097,0.00005
