variant,x,cycles_per_iter,misses_per_iter
sorted,68.0,2.4099,0.00005
sorted,68.0,2.4101,0.00005
sorted,68.0,2.4087,0.00005
sorted,68.0,2.4104,0.00005
sorted,68.0,2.4086,0.00005
sorted,68.0,2.4105,0.00005
sorted,68.0,2.4085,0.00005
sorted,68.0,3.1869,0.00014
sorted,68.0,2.4113,0.00008
sorted,68.0,2.4099,0.00005
sorted,68.0,2.4102,0.00005
sorted,68.0,2.4090,0.00005
sorted,68.0,2.4102,0.00005
sorted,68.0,2.4099,0.00005
sorted,68.0,2.4096,0.00005
sorted,68.0,2.4104,0.00005
sorted,68.0,2.4097,0.00005
sorted,68.0,2.4103,0.00005
sorted,68.0,2.4089,0.00005
sorted,68.0,2.4105,0.00005
random,70.0,11.3713,0.35468
random,70.0,11.4150,0.35599
random,70.0,11.3291,0.35243
random,70.0,11.4625,0.35887
random,70.0,11.3062,0.35234
random,70.0,11.3594,0.35487
random,70.0,11.3772,0.35515
random,70.0,11.3361,0.35332
random,70.0,11.2923,0.35135
random,70.0,11.3424,0.35417
random,70.0,11.5209,0.35519
random,70.0,11.3118,0.35150
random,70.0,11.2747,0.35110
random,70.0,11.3477,0.35487
random,70.0,11.3332,0.35387
random,70.0,11.3214,0.35196
random,70.0,11.3574,0.35419
random,70.0,11.3503,0.35307
random,70.0,11.2885,0.35095
random,70.0,11.2345,0.34859
random,70.0,11.3069,0.35271
random,70.0,11.2991,0.35210
random,70.0,11.3176,0.35258
random,70.0,11.2621,0.34882
random,70.0,11.3302,0.35306
random,70.0,11.2556,0.35025
random,70.0,11.2727,0.35031
random,70.0,11.2865,0.35141
random,70.0,11.4650,0.35188
random,70.0,11.2366,0.34990
random,70.0,11.3322,0.35306
branchless,70.0,2.8966,0.00005
branchless,70.0,2.8952,0.00005
branchless,70.0,2.8939,0.00005
branchless,70.0,2.8974,0.00003
branchless,70.0,2.8988,0.00003
branchless,70.0,2.8971,0.00003
branchless,70.0,2.8987,0.00003
branchless,70.0,2.8945,0.00003
branchless,70.0,2.8989,0.00003
branchless,70.0,2.8975,0.00003
branchless,70.0,2.8952,0.00003
branchless,70.0,2.8982,0.00003
branchless,70.0,2.9018,0.00003
branchless,70.0,2.8988,0.00003
branchless,70.0,2.8953,0.00003
branchless,70.0,2.8996,0.00003
branchless,70.0,2.9019,0.00003
branchless,70.0,2.8977,0.00003
branchless,70.0,2.8982,0.00003
branchless,70.0,2.8968,0.00003
branchless,70.0,2.8983,0.00003
branchless,70.0,2.8975,0.00003
branchless,70.0,2.8996,0.00003
branchless,70.0,2.8958,0.00003
branchless,70.0,2.8977,0.00003
branchless,70.0,2.8961,0.00003
branchless,70.0,2.8965,0.00003
branchless,70.0,2.8985,0.00003
branchless,70.0,2.9026,0.00003
branchless,70.0,2.8987,0.00003
branchless,70.0,2.8986,0.00003
sorted,70.0,2.4301,0.00017
sorted,70.0,2.4324,0.00023
sorted,70.0,2.4313,0.00024
sorted,70.0,2.4326,0.00023
sorted,70.0,2.4316,0.00026
sorted,70.0,2.4324,0.00021
sorted,70.0,2.4305,0.00021
sorted,70.0,2.4323,0.00021
sorted,70.0,2.4308,0.00021
sorted,70.0,2.4319,0.00021
sorted,70.0,2.4279,0.00006
sorted,70.0,2.4272,0.00005
sorted,70.0,2.4278,0.00005
sorted,70.0,2.4263,0.00005
sorted,70.0,2.4284,0.00005
sorted,70.0,2.4261,0.00005
sorted,70.0,2.4284,0.00005
sorted,70.0,2.4262,0.00005
sorted,70.0,2.5577,0.00017
sorted,70.0,2.4274,0.00005
sorted,70.0,2.4268,0.00005
sorted,70.0,2.4275,0.00005
sorted,70.0,2.4268,0.00005
sorted,70.0,2.4279,0.00005
sorted,70.0,2.4261,0.00005
sorted,70.0,2.4284,0.00005
sorted,70.0,2.4262,0.00005
sorted,70.0,2.4280,0.00005
sorted,70.0,2.4265,0.00005
sorted,70.0,2.4276,0.00005
sorted,70.0,2.4269,0.00005
random,72.0,10.8324,0.33130
random,72.0,10.7482,0.32874
random,72.0,10.7190,0.32716
random,72.0,10.7195,0.32663
random,72.0,10.7134,0.32704
random,72.0,10.7277,0.32713
random,72.0,10.7241,0.32700
random,72.0,10.5750,0.32097
random,72.0,10.6992,0.32613
random,72.0,10.7018,0.32626
random,72.0,10.6829,0.32608
random,72.0,10.7646,0.32417
random,72.0,10.6270,0.32208
random,72.0,10.5829,0.32236
random,72.0,10.7298,0.32715
random,72.0,10.6857,0.32564
random,72.0,10.5418,0.31967
random,72.0,10.5811,0.32121
random,72.0,10.6708,0.32454
random,72.0,10.7102,0.32697
random,72.0,10.6717,0.32530
random,72.0,10.6646,0.32452
random,72.0,10.5609,0.32143
random,72.0,10.6603,0.32425
random,72.0,10.6745,0.32538
random,72.0,10.6573,0.32463
random,72.0,10.7589,0.32848
random,72.0,10.6729,0.32474
random,72.0,10.6656,0.32452
random,72.0,10.6426,0.32423
random,72.0,10.6986,0.32173
branchless,72.0,2.8969,0.00005
branchless,72.0,2.8967,0.00005
branchless,72.0,2.8997,0.00005
branchless,72.0,2.8960,0.00005
branchless,72.0,2.8955,0.00003
branchless,72.0,2.9003,0.00003
branchless,72.0,2.8970,0.00003
branchless,72.0,2.8984,0.00003
branchless,72.0,2.8966,0.00003
branchless,72.0,2.8972,0.00003
branchless,72.0,2.9000,0.00003
branchless,72.0,2.8984,0.00003
branchless,72.0,2.9024,0.00003
branchless,72.0,2.8999,0.00003
branchless,72.0,2.8963,0.00003
branchless,72.0,2.8954,0.00003
branchless,72.0,2.8955,0.00003
branchless,72.0,2.9016,0.00003
branchless,72.0,2.8997,0.00003
branchless,72.0,2.9006,0.00003
branchless,72.0,2.8971,0.00003
branchless,72.0,2.8960,0.00003
branchless,72.0,2.8978,0.00003
branchless,72.0,2.8993,0.00003
branchless,72.0,2.8977,0.00003
branchless,72.0,2.8996,0.00003
branchless,72.0,2.8946,0.00003
branchless,72.0,2.8979,0.00003
branchless,72.0,2.9001,0.00003
branchless,72.0,2.8954,0.00003
branchless,72.0,2.8965,0.00003
sorted,72.0,2.4491,0.00017
sorted,72.0,2.4510,0.00023
sorted,72.0,2.4472,0.00011
sorted,72.0,2.4473,0.00006
sorted,72.0,2.4450,0.00005
sorted,72.0,2.4469,0.00005
sorted,72.0,2.4454,0.00005
sorted,72.0,2.4468,0.00005
sorted,72.0,2.4459,0.00005
sorted,72.0,2.4458,0.00005
sorted,72.0,2.4463,0.00005
sorted,72.0,2.4456,0.00005
sorted,72.0,2.4469,0.00005
sorted,72.0,2.4450,0.00005
sorted,72.0,2.4468,0.00005
sorted,72.0,2.4451,0.00005
sorted,72.0,2.4470,0.00005
sorted,72.0,2.4456,0.00005
sorted,72.0,2.4462,0.00005
sorted,72.0,2.4465,0.00005
sorted,72.0,2.4452,0.00005
sorted,72.0,2.4472,0.00005
sorted,72.0,2.4450,0.00005
sorted,72.0,2.4472,0.00005
sorted,72.0,2.4452,0.00005
sorted,72.0,2.5631,0.00014
sorted,72.0,2.4466,0.00005
sorted,72.0,2.4454,0.00005
sorted,72.0,2.4468,0.00005
sorted,72.0,2.4450,0.00005
sorted,72.0,2.4470,0.00005
random,74.0,10.1051,0.30110
random,74.0,10.1009,0.30127
random,74.0,10.0736,0.30093
random,74.0,10.1319,0.30222
random,74.0,10.0754,0.30023
random,74.0,10.0221,0.29796
random,74.0,10.0183,0.29805
random,74.0,9.9820,0.29669
random,74.0,9.9906,0.29657
random,74.0,9.9656,0.29669
random,74.0,10.0047,0.29741
random,74.0,10.0418,0.29932
random,74.0,9.9938,0.29726
random,74.0,10.2117,0.29684
random,74.0,10.0307,0.29718
random,74.0,10.0525,0.29945
random,74.0,10.0462,0.29893
random,74.0,10.0078,0.29764
random,74.0,9.9729,0.29713
random,74.0,10.1223,0.30206
random,74.0,9.9582,0.29559
random,74.0,9.9697,0.29552
random,74.0,10.0199,0.29710
random,74.0,10.0247,0.29773
random,74.0,9.9724,0.29605
random,74.0,9.9916,0.29796
random,74.0,9.9637,0.29524
random,74.0,10.0430,0.29913
random,74.0,9.9888,0.29720
random,74.0,10.0134,0.29646
random,74.0,10.0367,0.29710
branchless,74.0,2.8946,0.00005
branchless,74.0,2.9011,0.00005
branchless,74.0,2.8972,0.00005
branchless,74.0,2.8958,0.00005
branchless,74.0,2.8939,0.00003
branchless,74.0,2.8997,0.00003
branchless,74.0,2.9010,0.00003
branchless,74.0,2.9006,0.00003
branchless,74.0,2.8941,0.00003
branchless,74.0,3.0297,0.00003
branchless,74.0,2.8988,0.00003
branchless,74.0,2.8981,0.00003
branchless,74.0,2.8983,0.00003
branchless,74.0,2.8966,0.00003
branchless,74.0,2.8946,0.00003
branchless,74.0,2.8908,0.00003
branchless,74.0,2.8995,0.00003
branchless,74.0,2.9011,0.00003
branchless,74.0,2.8990,0.00003
branchless,74.0,2.8974,0.00003
branchless,74.0,2.8960,0.00003
branchless,74.0,2.8979,0.00003
branchless,74.0,2.8964,0.00003
branchless,74.0,2.8966,0.00003
branchless,74.0,2.8945,0.00003
branchless,74.0,2.8959,0.00003
branchless,74.0,2.8957,0.00003
branchless,74.0,2.8973,0.00003
branchless,74.0,2.8992,0.00003
branchless,74.0,2.8976,0.00003
branchless,74.0,2.8985,0.00003
sorted,74.0,2.4673,0.00015
sorted,74.0,2.4658,0.00014
sorted,74.0,2.4651,0.00009
sorted,74.0,2.4646,0.00006
sorted,74.0,2.4630,0.00005
sorted,74.0,2.4645,0.00005
sorted,74.0,2.4629,0.00005
sorted,74.0,2.4648,0.00005
sorted,74.0,2.4630,0.00005
sorted,74.0,2.4640,0.00005
sorted,74.0,2.4639,0.00005
sorted,74.0,2.4633,0.00005
sorted,74.0,2.4644,0.00005
sorted,74.0,2.4628,0.00005
sorted,74.0,2.4646,0.00005
sorted,74.0,2.4628,0.00005
sorted,74.0,2.4641,0.00005
sorted,74.0,2.4636,0.00005
sorted,74.0,2.4637,0.00005
sorted,74.0,2.4644,0.00005
sorted,74.0,2.4630,0.00005
sorted,74.0,2.4647,0.00005
sorted,74.0,2.4627,0.00005
sorted,74.0,2.4645,0.00005
sorted,74.0,2.4634,0.00005
sorted,74.0,2.4633,0.00005
sorted,74.0,2.4645,0.00005
sorted,74.0,2.4627,0.00005
sorted,74.0,2.4645,0.00005
sorted,74.0,2.4626,0.00005
sorted,74.0,2.4644,0.00005
random,76.0,9.4669,0.27402
random,76.0,9.4776,0.27545
random,76.0,9.4228,0.27292
random,76.0,9.3911,0.27286
random,76.0,9.3541,0.27095
random,76.0,9.4112,0.27319
random,76.0,9.2743,0.26788
random,76.0,9.3737,0.27060
random,76.0,9.3748,0.27098
random,76.0,9.4392,0.27316
random,76.0,9.3575,0.27045
random,76.0,9.3665,0.27138
random,76.0,9.3615,0.27098
random,76.0,9.3128,0.26883
random,76.0,9.3106,0.26912
random,76.0,9.3567,0.26944
random,76.0,9.3776,0.27155
random,76.0,9.3681,0.27086
random,76.0,9.5373,0.27222
random,76.0,9.4098,0.27196
random,76.0,9.3508,0.27042
random,76.0,9.3883,0.27101
random,76.0,9.4214,0.27277
random,76.0,9.3566,0.26999
random,76.0,9.3918,0.27200
random,76.0,9.4674,0.27266
random,76.0,9.3614,0.26973
random,76.0,9.2953,0.26791
random,76.0,9.3823,0.27127
random,76.0,9.3222,0.27019
random,76.0,9.3978,0.27083
branchless,76.0,2.8953,0.00005
branchless,76.0,2.8972,0.00005
branchless,76.0,2.8961,0.00005
branchless,76.0,2.8989,0.00005
branchless,76.0,2.8959,0.00003
branchless,76.0,2.8976,0.00003
branchless,76.0,2.8981,0.00003
branchless,76.0,2.8973,0.00003
branchless,76.0,2.8972,0.00003
branchless,76.0,2.8981,0.00003
branchless,76.0,2.8960,0.00003
branchless,76.0,2.8968,0.00003
branchless,76.0,2.8954,0.00003
branchless,76.0,2.8961,0.00003
branchless,76.0,2.8991,0.00003
branchless,76.0,2.8986,0.00003
branchless,76.0,2.8971,0.00003
branchless,76.0,2.8970,0.00003
branchless,76.0,2.8969,0.00003
branchless,76.0,2.8959,0.00003
branchless,76.0,2.8975,0.00003
branchless,76.0,2.9020,0.00003
branchless,76.0,2.8959,0.00003
branchless,76.0,2.8953,0.00003
branchless,76.0,2.8967,0.00003
branchless,76.0,2.8988,0.00003
branchless,76.0,2.8976,0.00003
branchless,76.0,2.8953,0.00003
branchless,76.0,2.8946,0.00003
branchless,76.0,3.0056,0.00003
branchless,76.0,2.8978,0.00003
sorted,76.0,2.4836,0.00018
sorted,76.0,2.4850,0.00015
sorted,76.0,2.4812,0.00008
sorted,76.0,2.4820,0.00006
sorted,76.0,2.4811,0.00005
sorted,76.0,2.4808,0.00005
sorted,76.0,2.4817,0.00005
sorted,76.0,2.4810,0.00005
sorted,76.0,2.4808,0.00005
sorted,76.0,2.4821,0.00005
sorted,76.0,2.4800,0.00005
sorted,76.0,2.4820,0.00005
sorted,76.0,2.4802,0.00005
sorted,76.0,2.4815,0.00005
sorted,76.0,2.4810,0.00005
sorted,76.0,2.4805,0.00005
sorted,76.0,2.4819,0.00005
sorted,76.0,2.4803,0.00005
sorted,76.0,2.4818,0.00005
sorted,76.0,2.4804,0.00005
sorted,76.0,2.4816,0.00005
sorted,76.0,2.4817,0.00005
sorted,76.0,2.4804,0.00005
sorted,76.0,2.4820,0.00005
sorted,76.0,2.4872,0.00005
sorted,76.0,2.4840,0.00005
sorted,76.0,2.4861,0.00005
sorted,76.0,2.4812,0.00005
sorted,76.0,2.4817,0.00005
sorted,76.0,2.4805,0.00005
sorted,76.0,2.4820,0.00005
random,78.0,8.8398,0.24976
random,78.0,8.7202,0.24515
random,78.0,8.7624,0.24706
random,78.0,8.7947,0.24873
random,78.0,8.9383,0.24637
random,78.0,8.7390,0.24617
random,78.0,8.7054,0.24432
random,78.0,8.7679,0.24640
random,78.0,8.7252,0.24396
random,78.0,8.7248,0.24509
random,78.0,8.8070,0.24698
random,78.0,8.7446,0.24608
random,78.0,8.8222,0.24654
random,78.0,8.7941,0.24615
random,78.0,8.8026,0.24774
random,78.0,8.8406,0.24707
random,78.0,8.7836,0.24481
random,78.0,8.6957,0.24548
random,78.0,8.6948,0.24512
random,78.0,8.7052,0.24417
random,78.0,8.7066,0.24338
random,78.0,8.7622,0.24623
random,78.0,8.7553,0.24614
random,78.0,8.6481,0.24219
random,78.0,8.6663,0.24304
random,78.0,8.7281,0.24489
random,78.0,8.7604,0.24626
random,78.0,8.8093,0.24350
random,78.0,8.9779,0.25302
random,78.0,8.7868,0.24747
random,78.0,8.7039,0.24498
branchless,78.0,2.8983,0.00005
branchless,78.0,2.8955,0.00005
branchless,78.0,2.8980,0.00005
branchless,78.0,2.8967,0.00005
branchless,78.0,2.8982,0.00003
branchless,78.0,2.8999,0.00003
branchless,78.0,2.8989,0.00003
branchless,78.0,2.8968,0.00003
branchless,78.0,2.9044,0.00003
branchless,78.0,2.9001,0.00003
branchless,78.0,2.8971,0.00003
branchless,78.0,2.8942,0.00003
branchless,78.0,2.8979,0.00003
branchless,78.0,2.9003,0.00003
branchless,78.0,2.8980,0.00003
branchless,78.0,2.8987,0.00003
branchless,78.0,2.8962,0.00003
branchless,78.0,2.9014,0.00003
branchless,78.0,2.8981,0.00003
branchless,78.0,2.9023,0.00003
branchless,78.0,2.8973,0.00003
branchless,78.0,2.8973,0.00003
branchless,78.0,2.9037,0.00003
branchless,78.0,2.9008,0.00003
branchless,78.0,2.9026,0.00003
branchless,78.0,2.8980,0.00003
branchless,78.0,2.8984,0.00003
branchless,78.0,2.9007,0.00003
branchless,78.0,2.8958,0.00003
branchless,78.0,2.9019,0.00003
branchless,78.0,2.8970,0.00003
sorted,78.0,2.5014,0.00014
sorted,78.0,2.5030,0.00017
sorted,78.0,2.5009,0.00015
sorted,78.0,2.5012,0.00009
sorted,78.0,2.4981,0.00005
sorted,78.0,2.4991,0.00005
sorted,78.0,2.4995,0.00005
sorted,78.0,2.4984,0.00005
sorted,78.0,2.4998,0.00005
sorted,78.0,2.4979,0.00005
sorted,78.0,2.4994,0.00005
sorted,78.0,2.4988,0.00005
sorted,78.0,2.4983,0.00005
sorted,78.0,2.4998,0.00005
sorted,78.0,2.4978,0.00005
sorted,78.0,2.4997,0.00005
sorted,78.0,2.6159,0.00005
sorted,78.0,2.4986,0.00005
sorted,78.0,2.5001,0.00005
sorted,78.0,2.4979,0.00005
sorted,78.0,2.4999,0.00005
sorted,78.0,2.4985,0.00005
sorted,78.0,2.4986,0.00005
sorted,78.0,2.4996,0.00005
sorted,78.0,2.4977,0.00005
sorted,78.0,2.4998,0.00005
sorted,78.0,2.4982,0.00005
sorted,78.0,2.4989,0.00005
sorted,78.0,2.4992,0.00005
sorted,78.0,2.4983,0.00005
sorted,78.0,2.4998,0.00005
random,80.0,8.0724,0.21806
random,80.0,8.0704,0.21765
random,80.0,7.9246,0.21326
random,80.0,7.9661,0.21390
random,80.0,7.9876,0.21434
random,80.0,8.0148,0.21550
random,80.0,8.0017,0.21426
random,80.0,7.9053,0.21255
random,80.0,7.9271,0.21298
random,80.0,7.9655,0.21378
random,80.0,7.9472,0.21324
random,80.0,7.9091,0.21175
random,80.0,7.9750,0.21376
random,80.0,7.9848,0.21478
random,80.0,8.1215,0.21518
random,80.0,7.9394,0.21284
random,80.0,8.0715,0.21585
random,80.0,8.0198,0.21390
random,80.0,7.9775,0.21449
random,80.0,8.0143,0.21454
random,80.0,8.0235,0.21555
random,80.0,7.9469,0.21230
random,80.0,7.8742,0.21075
random,80.0,7.9960,0.21439
random,80.0,8.0244,0.21448
random,80.0,7.9753,0.21399
random,80.0,7.9711,0.21355
random,80.0,7.9921,0.21404
random,80.0,8.0543,0.21524
random,80.0,7.9908,0.21536
random,80.0,7.9744,0.21217
branchless,80.0,2.8979,0.00005
branchless,80.0,2.8998,0.00005
branchless,80.0,2.8982,0.00005
branchless,80.0,2.9007,0.00005
branchless,80.0,2.8967,0.00003
branchless,80.0,2.8948,0.00003
branchless,80.0,2.8950,0.00003
branchless,80.0,2.8955,0.00003
branchless,80.0,2.8981,0.00003
branchless,80.0,2.8976,0.00003
branchless,80.0,2.8945,0.00003
branchless,80.0,2.8978,0.00003
branchless,80.0,2.8961,0.00003
branchless,80.0,2.8986,0.00003
branchless,80.0,2.8990,0.00003
branchless,80.0,2.8967,0.00003
branchless,80.0,2.8980,0.00003
branchless,80.0,2.8969,0.00003
branchless,80.0,2.8980,0.00003
branchless,80.0,2.8969,0.00003
branchless,80.0,2.8973,0.00003
branchless,80.0,2.8969,0.00003
branchless,80.0,2.8983,0.00003
branchless,80.0,3.4239,0.00003
branchless,80.0,2.8980,0.00003
branchless,80.0,2.8979,0.00003
branchless,80.0,2.8962,0.00003
branchless,80.0,2.8986,0.00003
branchless,80.0,2.8935,0.00003
branchless,80.0,2.8941,0.00003
branchless,80.0,2.8977,0.00003
sorted,80.0,2.5245,0.00017
sorted,80.0,2.5244,0.00023
sorted,80.0,2.5255,0.00020
sorted,80.0,2.5223,0.00012
sorted,80.0,2.5211,0.00005
sorted,80.0,2.5214,0.00005
sorted,80.0,2.5201,0.00005
sorted,80.0,2.5216,0.00005
sorted,80.0,2.5204,0.00005
sorted,80.0,2.5206,0.00005
sorted,80.0,2.5214,0.00005
sorted,80.0,2.5198,0.00005
sorted,80.0,2.5215,0.00005
sorted,80.0,2.5205,0.00005
sorted,80.0,2.5207,0.00005
sorted,80.0,2.5215,0.00005
sorted,80.0,2.5200,0.00005
sorted,80.0,2.5216,0.00005
sorted,80.0,2.5202,0.00005
sorted,80.0,2.5205,0.00005
sorted,80.0,2.5214,0.00005
sorted,80.0,2.5201,0.00005
sorted,80.0,2.5215,0.00005
sorted,80.0,2.5206,0.00005
sorted,80.0,2.5209,0.00005
sorted,80.0,2.5214,0.00005
sorted,80.0,2.5197,0.00005
sorted,80.0,2.5216,0.00005
sorted,80.0,2.5205,0.00005
sorted,80.0,2.5209,0.00005
sorted,80.0,2.5214,0.00005
random,82.0,7.3946,0.19028
random,82.0,7.4797,0.19272
random,82.0,7.5912,0.19193
random,82.0,7.4118,0.19196
random,82.0,7.3404,0.18996
random,82.0,7.4113,0.18968
random,82.0,7.4763,0.19313
random,82.0,7.4635,0.19118
random,82.0,7.4334,0.19136
random,82.0,7.4499,0.19220
random,82.0,7.3838,0.18951
random,82.0,7.3567,0.18887
random,82.0,7.3786,0.18950
random,82.0,7.3464,0.18970
random,82.0,7.3310,0.18814
random,82.0,7.4433,0.19199
random,82.0,7.3815,0.19029
random,82.0,7.4479,0.19197
random,82.0,7.3625,0.19020
random,82.0,7.3433,0.18906
random,82.0,7.3545,0.18968
random,82.0,7.2710,0.18729
random,82.0,7.3463,0.18858
random,82.0,7.3163,0.18745
random,82.0,7.3484,0.18835
random,82.0,7.3467,0.18895
random,82.0,7.3150,0.18791
random,82.0,7.4104,0.18982
random,82.0,7.3353,0.18867
random,82.0,7.4413,0.18942
random,82.0,7.3649,0.18831
branchless,82.0,2.8956,0.00005
branchless,82.0,2.8953,0.00005
branchless,82.0,2.8984,0.00005
branchless,82.0,2.8992,0.00005
branchless,82.0,2.8954,0.00003
branchless,82.0,2.8987,0.00003
branchless,82.0,2.8943,0.00003
branchless,82.0,2.8965,0.00003
branchless,82.0,2.8968,0.00003
branchless,82.0,2.8972,0.00003
branchless,82.0,2.8972,0.00003
branchless,82.0,2.8998,0.00003
branchless,82.0,3.3784,0.00005
branchless,82.0,2.9026,0.00003
branchless,82.0,2.9096,0.00003
branchless,82.0,2.8966,0.00003
branchless,82.0,2.8998,0.00003
branchless,82.0,2.9013,0.00003
branchless,82.0,2.8974,0.00003
branchless,82.0,2.8979,0.00003
branchless,82.0,2.8953,0.00003
branchless,82.0,2.8950,0.00003
branchless,82.0,2.8968,0.00003
branchless,82.0,2.8923,0.00003
branchless,82.0,2.8978,0.00003
branchless,82.0,2.8947,0.00003
branchless,82.0,2.9011,0.00003
branchless,82.0,2.8940,0.00003
branchless,82.0,2.8952,0.00003
branchless,82.0,2.8952,0.00003
branchless,82.0,2.8988,0.00003
sorted,82.0,2.5419,0.00018
sorted,82.0,2.5447,0.00018
sorted,82.0,2.5440,0.00021
sorted,82.0,2.5497,0.00020
sorted,82.0,2.5465,0.00014
sorted,82.0,2.5404,0.00011
sorted,82.0,2.5395,0.00011
sorted,82.0,2.5602,0.00011
sorted,82.0,2.5399,0.00011
sorted,82.0,2.5430,0.00011
sorted,82.0,2.5429,0.00011
sorted,82.0,2.5438,0.00011
sorted,82.0,2.5411,0.00011
sorted,82.0,2.5421,0.00011
sorted,82.0,2.5420,0.00011
sorted,82.0,2.5435,0.00011
sorted,82.0,2.5492,0.00011
sorted,82.0,2.5392,0.00011
sorted,82.0,2.5432,0.00011
sorted,82.0,3.7758,0.00017
sorted,82.0,3.2441,0.00017
sorted,82.0,3.3289,0.00018
sorted,82.0,2.6114,0.00009
sorted,82.0,3.5124,0.00014
sorted,82.0,2.6160,0.00005
sorted,82.0,3.2184,0.00012
sorted,82.0,2.5446,0.00008
sorted,82.0,2.5386,0.00008
sorted,82.0,2.5405,0.00008
sorted,82.0,2.5393,0.00008
sorted,82.0,2.5395,0.00008
random,84.0,7.0055,0.17194
random,84.0,6.9299,0.17157
random,84.0,6.9161,0.17148
random,84.0,6.8719,0.16869
random,84.0,6.9095,0.16959
random,84.0,6.8660,0.16907
random,84.0,6.8992,0.16989
random,84.0,6.8868,0.16905
random,84.0,6.9389,0.17102
random,84.0,6.8492,0.16890
random,84.0,6.8060,0.16777
random,84.0,6.8625,0.16911
random,84.0,6.8340,0.16853
random,84.0,6.8609,0.16838
random,84.0,6.8739,0.16846
random,84.0,6.8321,0.16884
random,84.0,6.9125,0.17088
random,84.0,8.0905,0.16821
random,84.0,7.6118,0.17009
random,84.0,8.4748,0.16840
random,84.0,6.8855,0.16948
random,84.0,6.9809,0.17137
random,84.0,6.8786,0.16949
random,84.0,6.8848,0.16881
random,84.0,6.9397,0.16913
random,84.0,6.8708,0.16861
random,84.0,6.8652,0.16798
random,84.0,6.9220,0.16957
random,84.0,6.8725,0.16959
random,84.0,6.8315,0.16750
random,84.0,6.8464,0.16811
branchless,84.0,2.8977,0.00005
branchless,84.0,2.9113,0.00005
branchless,84.0,2.9005,0.00005
branchless,84.0,2.9186,0.00003
branchless,84.0,2.8968,0.00003
branchless,84.0,2.8940,0.00003
branchless,84.0,2.8959,0.00003
branchless,84.0,2.8973,0.00003
branchless,84.0,2.8981,0.00003
branchless,84.0,2.8962,0.00003
branchless,84.0,2.9019,0.00003
branchless,84.0,2.8960,0.00003
branchless,84.0,2.8934,0.00003
branchless,84.0,2.8975,0.00003
branchless,84.0,2.8932,0.00003
branchless,84.0,2.8961,0.00003
branchless,84.0,2.9002,0.00003
branchless,84.0,2.8976,0.00003
branchless,84.0,2.8959,0.00003
branchless,84.0,2.8948,0.00003
branchless,84.0,2.8991,0.00003
branchless,84.0,2.8967,0.00003
branchless,84.0,2.8977,0.00003
branchless,84.0,2.9008,0.00003
branchless,84.0,2.8987,0.00003
branchless,84.0,2.8933,0.00003
branchless,84.0,2.8969,0.00003
branchless,84.0,2.9005,0.00003
branchless,84.0,2.9000,0.00003
branchless,84.0,2.8971,0.00003
branchless,84.0,2.8943,0.00003
sorted,84.0,2.5601,0.00021
sorted,84.0,2.5559,0.00008
sorted,84.0,2.5562,0.00009
sorted,84.0,2.5562,0.00006
sorted,84.0,2.5545,0.00005
sorted,84.0,2.5552,0.00005
sorted,84.0,2.5554,0.00005
sorted,84.0,2.5538,0.00005
sorted,84.0,2.5557,0.00005
sorted,84.0,2.5548,0.00005
sorted,84.0,2.5543,0.00005
sorted,84.0,2.5561,0.00005
sorted,84.0,2.5539,0.00005
sorted,84.0,2.5551,0.00005
sorted,84.0,2.5553,0.00005
sorted,84.0,2.5539,0.00005
sorted,84.0,2.5557,0.00005
sorted,84.0,2.5544,0.00005
sorted,84.0,2.5544,0.00005
sorted,84.0,2.5558,0.00005
sorted,84.0,2.5539,0.00005
sorted,84.0,2.5554,0.00005
sorted,84.0,2.5556,0.00005
sorted,84.0,2.5540,0.00005
sorted,84.0,2.5557,0.00005
sorted,84.0,2.5543,0.00005
sorted,84.0,2.5567,0.00005
sorted,84.0,2.5559,0.00005
sorted,84.0,2.5538,0.00005
sorted,84.0,2.5558,0.00005
sorted,84.0,2.5549,0.00005
random,86.0,6.4176,0.15091
random,86.0,6.4124,0.15031
random,86.0,6.4201,0.14998
random,86.0,6.4023,0.14980
random,86.0,6.4336,0.15039
random,86.0,6.4065,0.15041
random,86.0,6.3524,0.14925
random,86.0,6.4306,0.14967
random,86.0,6.4780,0.14961
random,86.0,6.3343,0.14867
random,86.0,6.5751,0.15028
random,86.0,6.4851,0.15012
random,86.0,6.4775,0.15044
random,86.0,6.3566,0.14984
random,86.0,6.3391,0.14853
random,86.0,6.3309,0.14977
random,86.0,6.3182,0.14821
random,86.0,6.2935,0.14818
random,86.0,6.2984,0.14818
random,86.0,6.2868,0.14806
random,86.0,6.4692,0.15065
random,86.0,6.3572,0.14911
random,86.0,6.2716,0.14731
random,86.0,6.3235,0.14900
random,86.0,6.3035,0.14832
random,86.0,6.3334,0.14882
random,86.0,6.4205,0.15001
random,86.0,6.3534,0.14867
random,86.0,6.3249,0.14882
random,86.0,6.2789,0.14748
random,86.0,6.3597,0.14973
branchless,86.0,2.8981,0.00005
branchless,86.0,2.9002,0.00005
branchless,86.0,2.8973,0.00005
branchless,86.0,2.9021,0.00005
branchless,86.0,2.8966,0.00003
branchless,86.0,2.8985,0.00003
branchless,86.0,2.8980,0.00003
branchless,86.0,2.9325,0.00003
branchless,86.0,2.9006,0.00003
branchless,86.0,2.8939,0.00003
branchless,86.0,2.8971,0.00003
branchless,86.0,2.8958,0.00003
