reuse_distance,nanoseconds
67,19.953
2179,26.409
8329,38.733
872,25.235
1296815,93.897
1,18.779
40,18.779
1645,42.254
649,26.409
1613531,95.658
11224,38.733
6,19.366
291612,98.005
2947,97.419
9900,41.080
348959,88.616
2,19.366
377353,93.897
11,18.779
73,19.366
394450,87.442
1,18.779
288891,85.681
150,19.366
1776,39.320
3448,40.493
8348,42.254
1728,41.080
27796,36.972
318932,96.245
9,18.193
1885533,96.832
1027,26.996
154046,94.484
784,26.996
636,26.409
157902,95.658
32026,44.601
1494690,95.071
183,18.779
1761,31.104
644,39.320
1255,25.822
166,19.953
11,19.366
14,26.996
570,19.366
25,19.366
2,18.193
2348,43.428
1862,39.906
1026817,95.071
10716,31.104
255,25.235
73,18.779
44,18.193
884894,95.071
615136,92.724
11051,40.493
11728,36.972
25071,31.690
816460,111.503
10545,41.080
45,19.366
59973,100.940
3,18.193
1587,39.320
2009,38.146
6109,42.254
20844,31.104
827165,91.550
1469,38.146
81,25.235
481,19.366
2,19.953
312,28.169
7747,39.320
142,18.779
4220,38.146
2250,29.343
4,18.779
21,18.779
9874,41.080
44557,40.493
5463,34.038
727554,99.179
1984792,152.583
1430,39.320
213406,98.592
65294,93.897
12,19.366
9519,40.493
24207,37.559
135963,93.897
437250,103.287
793,25.822
536202,92.137
6097,31.690
1,18.779
10720,29.343
60,18.779
1445299,106.221
22,18.193
102,25.822
368,25.822
55,19.366
2,18.779
1,18.779
76595,97.419
6623,38.146
23172,45.775
316703,85.095
1131160,96.832
129,18.779
4300,37.559
2944,39.906
42,18.779
6368,40.493
3,18.779
1,18.193
221,19.953
19,18.193
1725,25.235
2,18.779
2,18.779
289,18.779
10,18.779
1452053,96.245
5,19.366
2158,39.320
19654,39.320
1598,26.996
2750,38.146
510972,94.484
3,18.779
1080029,95.658
8,18.779
8,18.779
1472412,100.940
1034054,95.658
443574,96.245
4510,35.798
82575,98.592
239254,91.550
1,18.193
472,19.953
323,29.343
53,18.193
1,18.779
1089,27.582
244,25.235
336,24.648
42143,39.906
5,18.193
1008,27.582
37778,29.930
46015,106.221
1,18.779
85304,95.658
1213602,92.724
2261,38.146
909,39.320
924,25.822
6,18.193
221,25.235
639,38.146
3,18.779
2991,37.559
9164,30.517
2,18.193
93,18.779
1903,36.972
48342,95.658
109,18.779
608,25.822
57601,98.592
5237,29.343
236042,93.311
1,19.366
1601,38.733
122,18.193
359,25.822
13,18.193
2,18.193
1823,42.841
2764,30.517
327661,27.582
34,18.779
3802,31.690
13309,36.972
8,18.779
37,18.779
5,18.193
21416,38.146
24,18.193
1280,36.972
35,18.779
909,31.104
1,18.779
1035357,106.221
2321,39.320
134,19.366
3038,39.320
53,18.779
296097,92.724
1,18.193
1,18.779
7632,40.493
240078,80.400
2,18.779
310,26.409
13,18.193
745,26.409
4161,34.625
36,19.366
1415729,96.245
26,19.366
5,18.193
27,18.779
427852,95.658
77724,98.005
625,37.559
7,18.779
449274,90.376
6,18.779
1989,36.972
274,19.366
227,18.779
1843709,135.564
463,24.061
111,18.779
2040,25.235
1351766,96.245
340875,95.071
109196,96.245
190856,87.442
346703,93.311
132088,94.484
707,25.822
36846,95.071
346663,88.029
219440,93.897
557019,92.724
13,18.193
258,26.996
9,18.779
86,19.366
2463,38.146
24,18.779
1749,39.906
395,26.409
2,18.779
1463411,90.963
18402,35.798
962639,92.724
4,18.779
17,18.779
125,19.366
1012,41.667
15,18.193
31841,32.277
13896,38.146
30490,31.104
40384,103.287
3014,37.559
1618,43.428
3705,25.235
3053,38.146
124,17.606
1,18.779
57,19.953
16,19.366
274197,96.832
15,18.779
2536,32.277
27,19.366
152,19.366
229357,96.245
672753,98.005
2044,38.146
255,19.366
746,42.841
18849,25.235
178,18.779
6,18.779
8652,36.972
795,24.648
71,18.779
1089859,95.658
806030,90.376
1273,26.409
10475,40.493
17897,38.733
27,18.779
387,19.366
384,18.779
24509,41.667
1,18.779
1174458,98.005
2,18.193
1,18.779
32,18.193
27,19.366
385812,93.311
45,18.779
129916,98.592
6,18.193
11404,38.733
620,25.235
3,19.366
317,26.409
1,18.779
2582,36.972
2,18.779
341,37.559
17585,37.559
24656,26.409
272020,95.071
2077348,95.658
12813,30.517
82179,95.071
1767,39.906
46,19.366
2177,42.841
47046,102.700
127828,96.245
837451,98.005
1022,19.366
143944,96.245
468993,106.808
1076,38.733
202538,88.029
7,18.779
13962,38.733
31139,37.559
3568,39.320
9948,39.906
391342,98.005
129,18.779
74,18.779
1318519,96.245
21236,102.113
142,19.366
1506,31.690
69425,98.592
41848,39.320
13,18.779
227,18.779
1189,34.625
13,18.779
8,19.366
314,19.366
24366,99.766
1007,35.212
685166,92.137
564,19.366
102,19.366
104295,93.311
577612,98.592
7,18.779
50079,38.733
739,27.582
1429435,97.419
442841,98.592
51,18.779
25397,100.940
759,18.779
510690,95.071
4739,41.667
78082,102.700
11,19.366
1938,41.080
1666,37.559
2579,40.493
2,18.193
74,18.193
59,18.779
31,18.779
16571,38.733
63793,93.897
427,18.779
1245558,99.766
56,18.193
5,18.779
1001,34.625
18,18.779
2768,40.493
103019,501.764
2,18.779
779,28.169
727070,97.419
25782,26.409
576934,84.508
495577,98.005
28023,41.080
14,18.779
6001,43.428
9,19.953
3,18.779
2,18.193
1111943,98.005
62,18.779
14719,35.212
360,25.235
1664,26.409
49710,96.832
109929,102.113
4,19.366
1,18.193
7762,41.080
1733234,93.897
358,25.235
962,19.366
28,25.235
2655,38.733
2,18.779
810,24.648
2,19.366
226921,92.137
2097,39.320
163,25.235
59570,39.906
120,19.366
711,25.822
2329,39.906
2,18.779
12586,33.451
53,25.822
24,19.366
33138,102.700
721,41.080
13,19.366
1,18.193
13,19.953
12777,38.146
50294,84.508
1304513,96.832
707,25.822
947898,96.245
1855620,98.592
2,18.193
783410,96.832
95,19.366
12067,42.841
17,18.779
1671542,95.071
6715,36.385
15195,38.733
3,18.193
2862,41.080
15,18.193
7533,38.146
107,19.366
1256,39.906
4,18.193
2005967,98.592
1775,32.277
49676,103.287
50,19.366
12990,38.733
1184,39.906
10518,37.559
1628150,95.071
1523,85.095
510669,164.321
117,19.366
150,26.409
317656,100.353
3,18.779
67,18.779
281072,103.287
9,18.779
25,18.779
72,19.366
56151,102.113
443,38.733
44,18.779
1413,25.822
3,18.193
192,29.930
1,19.366
48,18.779
2061640,92.137
209,19.366
106958,149.062
4,18.779
200,24.648
259,19.366
257329,105.048
10183,44.014
12,18.193
114,19.366
178,26.409
11,19.366
221451,190.729
43,18.193
10273,37.559
4,18.193
6,18.779
438172,107.982
1074,32.864
1848619,181.339
1,18.779
9670,29.343
64,18.779
215355,102.700
4,19.366
3589,39.906
145,18.779
18,18.193
715354,460.097
268,18.779
146,19.366
703241,95.071
50589,115.611
47,19.366
1,18.779
5,18.193
3289,38.146
386849,92.137
12768,39.320
114929,88.029
26,19.366
4,18.779
1,18.779
1,18.779
211,19.953
78745,87.442
44,19.366
1389,25.822
9054,39.906
23545,42.254
1224,83.921
53188,92.724
240,19.953
78570,100.353
1702,37.559
3010,40.493
139,19.953
792877,93.897
53400,96.245
47,18.779
106,19.366
27,18.779
15,18.779
2,18.779
1374,35.798
22,19.366
16,18.779
8,19.366
4,18.779
959991,98.592
1518486,116.785
99,20.540
2,18.193
1613208,89.789
335,18.779
470,28.756
1620,38.733
4038,39.906
653227,110.916
950,26.409
340,19.953
83,18.779
33,18.193
670,27.582
12,18.779
184520,106.221
375,25.235
561,18.779
33490,38.146
12,18.779
27186,32.864
3,18.193
347,19.366
1512998,142.020
10,18.779
478276,98.005
17,19.366
110,19.366
1,19.366
76,19.366
76,19.953
1,18.779
9083,38.146
180,26.996
1,18.779
1,18.779
35116,41.080
94405,98.005
15639,34.038
26491,39.320
66,18.779
3,18.779
1,18.779
2232,97.419
790507,96.245
53,18.193
18,18.779
141,19.366
137215,100.940
6,18.779
1477,39.906
5467,38.733
23,18.193
591455,113.851
1576,37.559
99,18.779
33823,30.517
77460,89.789
42530,37.559
248440,127.348
2,18.193
1,19.366
331325,40.493
11344,32.864
252,19.953
65037,89.789
12325,42.254
12,19.366
16861,39.906
110,19.366
326582,94.484
1114213,93.897
1419,36.385
1573443,96.245
1165,43.428
535,26.409
51,18.779
232959,105.048
75757,99.179
3,21.714
1522131,103.287
61,18.779
7184,36.385
16,20.540
1,19.366
43,21.714
1844,46.362
1,18.193
1,18.779
84,18.779
276791,95.071
3,19.366
61,22.301
11392,38.733
110959,112.090
2273,26.409
3663,39.320
1445,29.930
534991,99.179
50,25.235
836764,99.179
83161,93.897
30,24.061
566,26.409
62416,95.658
6753,44.601
303111,103.287
1,18.193
3988,38.146
6823,40.493
5,19.366
2895,124.414
672503,106.221
39589,42.841
20835,41.080
5,19.366
2,18.779
95,20.540
6,19.366
3,18.779
3913,38.146
1712924,99.179
7,18.779
1153611,100.940
35717,41.080
1,18.779
23857,40.493
108,25.235
2205,100.353
4585,39.906
3982,29.343
709,42.841
241,18.779
2183,42.254
498453,97.419
7,18.779
1177,25.822
72043,99.766
11,19.366
6,19.366
226,26.409
57,19.366
5608,41.080
120,18.779
3,18.193
455,25.822
670,41.080
3,18.779
7493,41.667
4146,38.733
25,21.714
166,22.301
1429,26.409
149,24.648
91,19.366
57,18.779
370,26.996
1,18.193
6962,29.930
1101996,98.592
5332,42.254
22,21.714
462,80.987
1539071,101.527
2,19.366
109,25.822
5,18.193
2791,39.320
3,19.953
58,18.779
54871,283.453
1255,40.493
2301,39.320
508,46.949
149316,93.311
9863,41.667
233878,92.724
54,26.409
109,28.169
4828,39.906
226933,127.935
1922179,121.480
805551,102.700
366,84.508
444,26.409
35,18.779
6842,45.775
156906,135.564
36,18.779
70,24.648
11304,47.536
234260,116.198
322,30.517
25,22.888
14550,44.601
753,43.428
2827,38.146
909798,109.743
14,31.690
7523,46.362
25,28.756
769524,110.330
7,24.061
85776,100.940
188,44.601
1238504,103.287
49,29.930
21,22.301
32,30.517
7,23.474
471,25.822
3,21.714
13,19.953
39002,46.949
1281,39.906
2208,47.536
1374846,113.264
12,22.301
578,30.517
10,24.648
906,100.940
34,21.714
2,19.953
1453504,103.287
883,41.667
463606,102.113
366,28.169
1,19.953
201124,143.780
35339,45.775
12712,40.493
2,19.953
12257,46.949
91910,140.259
211393,102.113
1,22.301
54069,96.245
18,24.061
24,22.888
1754421,105.048
606,31.104
1,18.779
1,19.953
7953,45.188
46273,98.592
3728,48.122
22,22.301
30351,42.254
4216,49.883
6560,128.522
732715,103.874
20,20.540
468216,116.198
1975862,102.700
12,23.474
194,28.169
436793,100.353
35233,42.841
234,26.996
35874,46.949
616,27.582
1,18.779
2651,42.841
2,20.540
19207,29.343
2364,46.362
4,21.714
1930,41.667
437491,98.592
103,23.474
2832,41.667
126,31.690
129,32.864
6902,44.014
1006317,105.635
2,18.193
10,22.888
10,21.714
86685,101.527
718316,99.766
68125,106.221
4017,42.254
7,21.127
31386,39.906
28537,112.677
104,24.648
3,18.779
4769,46.362
1,20.540
705,29.343
118,28.756
1121,25.822
650,29.930
5,19.366
4045,107.395
63,24.061
59826,99.766
19006,40.493
214439,96.245
12436,45.188
2071600,106.221
289,29.343
1579059,104.461
92,22.888
1,19.366
757711,98.592
361,26.996
16,22.888
3,22.888
15,25.235
2,19.953
554291,98.592
457086,98.005
41,25.822
6054,41.080
1233,46.949
178,26.409
25919,41.667
17,24.061
1822,40.493
8,20.540
431,30.517
4,21.127
8945,175.471
9614,43.428
18071,46.362
566483,120.306
346,86.268
135,25.822
30685,40.493
2,22.301
161,26.409
8,19.366
1,18.193
4567,40.493
9,24.648
1175099,100.353
3,19.953
155,87.442
2,21.714
54,26.409
903,20.540
1190163,98.592
10,21.127
23287,44.014
2167,46.949
67434,108.569
78,23.474
59,22.888
1298077,99.766
130875,96.245
527,41.667
1295,49.296
1,19.953
1,19.953
7,20.540
18232,44.601
1274983,195.424
1217,28.756
1,20.540
35202,43.428
5342,40.493
284,103.874
146471,137.325
8028,42.841
2,18.779
1,19.366
669,29.930
9,19.953
191,28.756
9968,102.700
548,92.724
3147,38.146
5582,41.667
6490,42.841
3109,51.057
10,19.366
192,27.582
243124,106.221
782,28.756
141,26.409
71648,102.113
412803,113.264
141143,96.832
89251,102.113
929094,97.419
1369659,100.353
885,41.080
564852,86.855
1567,41.080
731,29.930
9485,22.888
4,18.193
479120,91.550
1235,39.320
35756,39.906
1343735,97.419
1542,38.146
79,25.235
6,18.193
300129,96.245
789082,458.924
646,36.385
8971,40.493
1849,36.385
10,18.193
36,18.779
9772,39.320
1024,35.798
4,18.193
10,19.366
1045,24.648
304903,92.137
2,18.193
30754,38.733
12976,39.320
1897759,101.527
5483,40.493
5,18.193
511147,95.071
16,18.779
9980,29.930
621,25.235
69,18.779
132,26.409
1,18.779
1,18.193
1435,34.625
855,38.733
94,19.366
2869,38.733
242,25.822
35,18.779
15,18.193
3,18.193
6639,39.320
173,25.235
115,19.366
1003,41.667
439026,92.137
581,39.320
10417,38.733
73880,92.137
75,25.235
1138,38.733
499,26.409
1096856,101.527
19255,36.972
10,18.193
3,18.779
3835,41.667
111,24.061
24274,36.972
5,18.193
11788,39.320
33,19.366
7,18.779
10434,36.385
49224,103.287
10331,41.080
1330088,97.419
207,26.409
2,18.779
22,18.779
3547,103.287
8,18.779
1706997,99.766
622615,91.550
1220,41.080
815,36.972
97227,92.724
141026,98.005
4,18.779
4559,38.146
18,18.779
9837,37.559
2,18.779
15,18.779
793,36.385
24,18.193
46,18.193
1,18.193
4101,39.320
1440491,97.419
9,18.193
8,18.193
23,18.779
66,27.582
327897,98.005
1138639,150.236
1068925,92.137
207964,99.179
120,19.366
1,18.193
1,18.193
427459,98.592
10,18.193
1,18.193
25538,88.616
5830,40.493
1332,40.493
7887,39.906
3789,41.667
5683,41.667
17,18.193
131180,88.616
248,25.235
40,18.779
1968624,98.592
197250,88.616
123,19.366
39,18.779
350109,95.658
1,18.779
30,18.193
1,18.193
46,24.648
166,18.779
102,18.779
6,18.193
373,26.409
52,19.366
1509695,97.419
4715,35.212
39,18.779
1,19.366
2690,42.254
156,26.409
2,18.779
559,26.996
2,18.193
2161,38.733
2,18.779
6430,36.385
12,18.779
36,19.366
1293,36.972
2238,29.343
1415,37.559
492,24.648
293,24.061
1502589,95.658
45750,98.005
49,18.193
1,18.779
1590878,93.897
75,18.779
66,18.779
431,42.254
7595,40.493
181,26.409
198359,86.268
401080,94.484
346,26.996
4293,37.559
11,19.366
557,37.559
18,19.953
8621,39.320
937,38.146
917,39.320
8921,42.254
3,18.193
16225,38.146
384,101.527
42,18.779
812617,99.766
497155,95.658
111213,98.005
524,36.385
119,24.648
18,18.193
413,105.048
7,18.779
856,34.625
424,26.996
5,19.366
7387,42.254
39159,101.527
2649,40.493
251,24.648
8,19.366
272,25.235
48,18.193
3103,38.733
1180354,99.179
589,25.235
1736627,93.311
10,18.193
2,18.779
1353,36.972
46921,79.813
35397,32.864
4599,38.146
1151,42.841
7,18.193
196174,96.245
467,24.648
4,18.193
12454,106.221
269646,93.897
1155,37.559
232151,93.311
53,19.366
2326,31.104
101,18.193
12573,35.798
47473,99.179
3,18.193
296,26.409
65,19.366
833,38.146
5271,35.212
18084,101.527
40144,96.245
7,18.193
10178,36.385
11,18.193
6,18.193
108542,99.179
27,18.779
7944,39.906
1756,40.493
1,19.366
9,18.779
2,18.193
2,18.193
1,18.779
205,25.235
87,19.953
3434,29.343
202,26.996
103536,90.376
2481,95.071
6413,42.841
331,25.822
250997,91.550
161,27.582
9,18.193
831170,96.245
71456,96.832
615,25.235
322,86.855
237,18.779
5,17.606
1,18.779
1857,38.733
55497,94.484
71,18.779
11765,37.559
1949,39.906
215,18.779
50,18.779
8,18.193
2392,38.146
969,39.320
26,18.193
42830,93.311
1744,100.940
42420,110.916
2,18.193
18,18.193
2,18.193
222026,98.005
46305,100.940
42041,37.559
41,18.779
63,18.779
3,18.193
431,25.235
2170,40.493
318705,95.071
273137,93.897
725794,96.245
36,18.193
1489259,98.005
2,19.366
56840,39.906
38688,40.493
114,19.366
385,24.648
53,19.366
304989,95.071
6782,36.972
432,24.648
349,26.409
8,19.953
11674,43.428
8,18.193
15675,104.461
236,19.366
18,18.779
292503,97.419
966,26.996
1,18.779
3647,38.733
20,18.779
87,18.779
17,18.193
68,18.779
35196,38.146
27774,38.733
10,18.193
171,19.366
10170,38.733
374,25.235
537,38.733
16955,42.841
11,18.779
56,18.779
2,19.366
4616,36.972
2120,38.146
645382,97.419
42,18.193
1532891,98.005
107,18.779
378,24.648
8540,39.320
921,36.385
2,18.779
2018615,96.832
14828,41.080
839329,96.832
403,25.235
108,19.366
1922,39.320
14834,38.733
1,18.193
636,41.080
1285626,150.823
27166,98.592
203,19.366
5,18.193
121,18.779
4,18.779
1746,26.409
422780,102.700
138585,92.724
8018,28.756
7,18.193
293257,97.419
54,18.779
3498,39.906
5056,35.798
2615,35.212
34223,39.320
4,18.779
1031355,93.897
39,18.779
4079,41.667
1,18.779
134,18.779
34,18.779
1184439,93.311
124731,85.095
1132057,96.245
1459,25.822
566,39.320
1550411,160.799
30,18.779
686,32.277
10793,40.493
13969,37.559
4368,37.559
2,18.779
53700,99.766
2,18.193
933045,96.832
2833,26.409
100928,103.287
5,18.193
1092,24.648
4,17.606
275456,95.658
46,19.366
4404,40.493
4393,42.841
217,18.779
1576,40.493
626506,95.071
929304,93.897
7918,37.559
36,18.779
11,18.193
4472,41.080
2,18.193
8,18.193
3,18.193
2141,36.972
4,18.779
95,18.193
1833161,96.832
105769,91.550
1,18.779
3818,38.146
513459,90.963
105053,97.419
18939,37.559
228443,95.071
486,24.648
1280,37.559
1343982,93.897
530855,95.071
5439,39.906
70886,97.419
11,18.193
29,18.779
378,26.409
2589,40.493
36091,29.343
113,19.366
639,41.080
592,26.409
4523,33.451
17152,39.320
1,18.779
8315,26.409
24308,95.071
3,17.606
13,18.779
878222,95.658
396,27.582
12,18.779
93185,93.311
439,41.080
45900,39.320
23854,99.179
27,18.193
414,18.193
410,24.061
13295,36.385
531262,90.376
333,19.366
2947,37.559
1377,38.733
45,19.366
14615,37.559
8939,31.690
1332,39.320
4,18.193
3228,99.766
2,18.193
29493,24.648
2024195,94.484
4641,38.146
473,26.996
1,18.193
66,19.366
32,18.193
5,18.779
917,25.235
13,18.193
2137,35.798
10539,105.048
1329795,87.442
939649,95.071
241,18.193
14973,37.559
12,18.193
100124,100.353
18,18.779
86171,93.897
1818,38.733
31210,38.146
198,19.366
16,18.193
2,18.193
4,18.779
679509,92.724
52726,39.906
205,18.193
1041,38.733
316313,96.245
6,18.193
951,24.061
13,18.193
2909,39.906
1303,42.254
11236,89.203
15075,36.385
6879,26.409
57,18.193
1408557,98.005
7,18.193
628622,98.592
893160,94.484
3,18.779
69,18.779
5034,29.930
39,18.193
3,18.193
15687,40.493
3,18.779
24121,41.080
1796,36.385
796,25.822
1460105,160.213
186,18.779
2629,43.428
473096,98.592
197,26.996
981490,94.484
235,19.953
29,18.193
3,18.193
238275,96.245
21238,100.353
9878,105.048
148,26.996
3620,42.254
89,26.996
1036282,99.766
206371,98.592
325,24.648
3,18.193
29031,36.972
97,18.779
11,18.779
2,18.779
897868,92.724
374,25.822
7,18.779
51691,90.963
1342,38.146
645908,90.376
44,19.366
1070938,93.897
449702,92.724
166004,84.508
1619,37.559
71839,94.484
13,18.193
950,41.080
11,18.193
414,18.779
2970,41.080
1,18.779
12,18.193
14,18.779
192,18.779
26574,31.104
1581,39.906
94,18.779
4612,39.906
1,18.779
194,18.779
124,18.779
148,18.779
1189,35.798
288,19.366
60,18.779
1666197,94.484
2144,99.179
1,18.193
1068,41.667
660,25.822
6,18.779
525,24.061
141,18.779
5,18.779
1107832,92.724
6,18.193
76,18.779
467,23.474
2,18.779
15346,38.146
1491124,93.311
101,18.779
521416,102.700
9,18.779
12724,38.146
6723,38.733
68163,95.658
1848764,95.071
25,18.779
60026,98.592
294,26.996
3508,39.320
5,18.193
1112476,100.353
1020783,97.419
327,19.366
883867,92.137
539,33.451
439,26.409
450,26.409
689703,93.311
2216,38.733
245777,93.311
45,18.779
196529,85.681
22249,93.311
151,19.366
8,18.193
31,18.193
24974,100.353
324247,98.592
22,18.193
1,18.779
80617,93.311
220,19.366
18687,38.733
448,25.822
7,18.779
20754,41.080
1690,39.906
520646,95.071
2,18.193
19,18.779
1,18.193
1,18.193
9,18.779
415,25.822
1368601,96.832
9821,38.146
215798,89.203
293,25.235
3228,38.146
3677,102.700
26,18.193
150480,95.071
336,25.822
2,18.779
22,18.779
371,18.779
66,18.779
572124,95.658
429,26.996
426,38.733
691321,98.005
16,18.193
322570,92.137
873,26.996
1609,36.972
1,18.779
10,18.193
33,18.779
573537,96.832
82,18.779
789,37.559
733700,96.245
347,19.366
816,38.733
146,19.366
6,18.193
34,18.193
15,18.193
6063,26.996
31942,41.080
28548,42.254
1,18.779
5207,42.254
9,18.193
2,18.193
184708,93.311
13280,42.254
154,18.779
23693,39.320
5,18.779
226256,97.419
16611,104.461
85,19.366
34798,100.353
18,18.779
637376,96.245
38228,97.419
700,26.409
12,18.779
9678,105.048
1058561,96.245
4274,35.798
1479,36.385
20,18.193
34,18.193
538349,95.658
20231,34.625
1208,42.254
3,18.193
1260,31.690
64,18.193
215314,88.029
1378,26.409
522089,96.245
1965048,96.832
3215,36.972
45983,100.353
1793,38.146
496973,90.963
514,42.841
122016,93.311
25119,35.798
8,18.193
5,18.193
877,90.963
537,24.648
1,18.193
16,18.193
1,18.193
19,18.779
15717,29.343
1282172,151.410
187492,458.337
298,18.779
67,18.779
3,18.193
76,19.366
2,18.193
95,18.779
296,27.582
1307,105.048
243001,95.658
30,18.779
1,18.779
54532,38.146
28,18.193
5403,36.385
1326,35.798
678909,96.832
1280,28.169
1465609,98.005
20830,39.320
32,18.779
6,18.779
202755,86.855
29129,26.409
423,18.193
312170,96.832
473790,91.550
1555,36.972
2,18.193
38526,436.623
743,26.409
533610,91.550
5,18.193
261050,89.203
1657145,85.681
417,19.366
529408,106.808
2965,39.906
106840,99.766
146,19.366
343,26.996
1,18.193
889,36.385
9,18.779
50,18.779
2,18.193
13148,40.493
16,19.366
2522,34.038
1009,39.906
669647,151.410
13239,79.813
3143,40.493
64742,99.766
1627,39.320
88,19.366
5308,39.320
367,19.366
351430,98.005
22656,40.493
6,18.193
408,32.864
1602,38.146
35,18.779
50,19.953
5514,40.493
15523,40.493
12,19.366
7,18.193
921,42.841
8280,30.517
2679,38.733
1546,38.733
4,17.606
26416,130.283
13831,37.559
11,18.779
71,19.366
1442683,95.071
25699,40.493
1530063,97.419
38654,36.385
705,25.822
33796,107.395
8607,26.996
1,19.366
1,18.193
65,19.953
681,31.104
605865,97.419
1792498,98.592
4263,39.906
117,19.953
5965,36.972
154457,98.005
5834,41.667
15,17.606
1261,38.733
25668,40.493
122,19.366
1162685,93.311
303,26.996
327743,98.592
924,24.061
649,24.061
1190,39.906
38,18.193
14773,31.690
691164,86.268
26,18.193
317,24.648
504267,98.592
5,17.606
759326,98.005
7104,38.146
81723,104.461
1408561,148.475
16929,34.625
2,18.779
457,41.080
4910,40.493
2,18.193
1,18.779
579271,94.484
12962,96.832
20394,89.789
1458,40.493
203693,81.573
103,19.366
56,18.779
8,18.193
57,19.366
843,25.235
1,18.193
52464,96.832
11,18.779
7583,42.254
2009688,97.419
21977,31.104
630,24.648
25,18.193
1,18.193
610,19.366
144,19.366
9,18.193
2,18.779
5,19.366
1,18.779
48516,99.179
5,18.779
227,18.779
114,26.996
22,25.822
1765,42.841
31,19.366
404375,97.419
194,19.366
51451,43.428
39276,41.080
1734,38.733
1,18.193
466616,98.592
1452614,96.832
4051,38.146
866346,99.766
20997,31.104
319925,95.071
1348,40.493
7313,38.733
25926,98.592
3,18.779
879403,97.419
732664,93.311
2354,101.527
60,18.779
3,18.193
1563,41.667
339,25.822
22,18.779
92,19.366
4853,38.146
17978,36.972
239,26.996
79240,96.832
96,19.366
567411,91.550
29141,42.254
13456,35.798
6841,33.451
545,24.061
12,18.193
18140,39.906
121,19.366
149,18.779
285,26.996
50,18.779
3,18.779
43,19.366
46811,40.493
7235,39.906
1183242,94.484
615775,97.419
51494,26.996
413379,92.137
679,26.409
1,18.193
1410196,95.071
2,18.193
378,26.409
15,18.193
350,29.343
1,18.779
1011045,97.419
2,18.779
61657,38.146
46,18.779
1705553,100.353
1371,27.582
1114592,96.832
3397,38.146
1335395,144.367
115,19.366
117,19.366
76,25.822
30877,104.461
33543,39.906
3879,98.005
9721,37.559
1460924,105.048
295,18.779
5038,36.385
824273,97.419
9,18.193
155,20.540
12057,40.493
30409,97.419
159,18.779
109254,82.747
133669,95.071
116091,98.592
1643698,96.245
22,18.779
114514,93.311
792433,95.658
67,18.779
11356,38.733
17,18.779
51,18.779
13,18.779
9,18.779
628468,95.071
8,18.193
1442,36.385
35,18.779
455,26.996
21,18.779
1181002,95.071
1,18.193
1,18.779
822713,92.724
354,24.648
6929,40.493
323362,99.766
4770,38.146
1077109,93.897
24086,39.906
853,25.235
118,19.366
1305,35.798
56,18.193
6,18.193
856,32.277
1252,26.409
886794,95.071
65,18.779
29105,36.385
4802,38.733
337,26.409
2,18.193
31826,85.681
36636,37.559
1385679,99.179
536811,96.245
34,18.193
23,18.193
133,18.779
751,26.996
13,18.193
109,19.366
730,41.080
5,18.779
40497,80.987
3,18.779
1661922,97.419
679,24.061
1,18.779
14762,34.625
936604,86.268
205,32.277
12,18.193
25,18.779
1346,26.996
10768,38.146
31068,153.757
569,25.235
2,18.779
1279,36.385
1,18.779
15877,105.048
653,26.996
82927,92.137
483,26.409
1059,25.822
21223,36.972
14100,36.385
21314,39.320
1,18.779
9,18.193
568150,97.419
323,19.366
7280,37.559
1,18.779
11,18.779
31978,42.254
1,18.193
11765,40.493
8637,37.559
21906,38.146
1040,26.409
5,18.193
270663,86.855
138935,85.095
7441,42.254
1631,96.245
2100,25.235
2,18.193
3070,38.733
1,18.779
1,18.193
17,18.193
2009,39.906
129929,97.419
13083,38.146
3,18.779
856,38.146
138,19.366
2136,37.559
3602,37.559
529,19.366
37765,100.353
1272180,93.897
6,18.779
52583,104.461
7,18.779
199656,93.897
42641,83.921
87477,37.559
5376,29.343
606,25.235
230,27.582
29719,38.146
78,18.779
15,18.193
105,18.779
7228,39.320
17789,31.690
169,18.779
231,18.779
35382,36.972
560,26.409
3271,39.320
70,18.779
58,18.779
44,18.193
142,19.366
128949,102.700
314,24.648
15,18.193
111,18.779
3,18.779
571402,150.823
139,18.193
24,18.193
14327,32.277
653,18.779
2,18.193
396,25.235
34,19.953
255,18.779
100898,143.780
1286,26.409
175,18.779
8,18.193
87757,99.766
10831,42.254
1143269,92.724
2193,34.038
1,18.193
126,19.366
43,18.193
114,18.779
838357,105.048
2426,37.559
61496,90.376
17,18.779
696622,99.766
1960,40.493
84197,154.931
5,18.193
868370,95.658
432904,106.808
1,18.193
57,19.953
4,18.779
15283,41.080
9075,34.625
11,18.779
3,18.193
1,18.779
751,25.235
890831,96.245
10563,41.080
11,18.193
3,18.779
383,26.409
220634,97.419
2,18.193
1605595,96.245
414687,96.832
261,18.779
33,18.779
57,19.953
104,19.366
95824,95.658
6,18.193
1844,38.146
33635,90.376
12789,38.733
96,19.366
8806,41.080
9566,40.493
19,18.779
231497,95.658
551861,93.311
93,19.366
2165,26.996
13534,25.235
155,19.366
8031,38.733
296,18.779
77,19.366
827,41.080
84,19.366
562,41.080
422,30.517
26399,32.277
97,19.366
26941,93.897
8123,36.972
19,18.779
3,18.193
1550082,158.452
4015,100.940
351,24.061
47396,30.517
24400,38.733
647693,103.287
540,18.779
270,18.779
10,18.193
39,18.779
1,18.779
592,25.822
10,18.193
147103,89.789
43322,41.080
14034,35.798
4856,38.733
