reuse_distance,nanoseconds
242,28.169
805,29.343
1122,89.203
1002177,168.429
53,21.714
47605,120.306
35450,100.353
58,21.127
536518,108.569
13,21.714
421269,109.743
16,21.127
1763,44.014
20669,151.410
703972,161.973
57,21.714
976164,156.105
30,22.301
6133,120.306
9900,106.808
354,44.601
494,29.930
311,22.888
409836,155.518
17713,142.020
1,21.127
6152,42.841
144,22.888
1,21.127
2088754,189.555
1479,44.014
46,22.301
178,22.301
1,21.714
158,21.714
842290,170.776
22815,107.395
3,21.127
25,21.127
14759,100.353
41,21.127
5,21.127
243756,104.461
73948,229.462
106107,97.419
8112,122.067
2,21.127
49307,107.395
1,21.714
11963,112.090
233,30.517
428,29.930
3,21.714
72565,115.611
83,21.127
195119,179.579
144008,144.954
514943,124.414
13,22.301
196790,95.658
512882,188.969
9597,174.884
31,22.888
232,29.343
17917,44.014
4734,31.690
93,21.714
5,21.714
14705,224.180
2373,132.043
4,22.301
660482,153.757
2508,47.536
1139536,103.287
23289,172.537
263,22.888
10197,116.198
44862,106.808
14,22.301
21584,102.113
289,28.169
3374,91.550
10,22.888
476,119.719
114,21.714
144,21.714
81,20.540
8,19.953
161,21.714
1094,34.038
1577755,157.278
54,22.301
10,21.127
23,21.127
620,45.775
251102,96.832
115188,94.484
1176473,164.907
79,21.714
861,29.930
1331,44.014
371,45.775
272,93.897
7,21.127
202,21.714
3,21.127
4738,106.221
4,22.301
143123,108.569
50847,101.527
227004,107.395
19,22.301
110,21.714
1,22.301
17363,105.048
12881,160.799
747,44.601
1418561,177.818
18862,91.550
236086,95.658
259,22.301
77698,176.645
6,21.127
1100,30.517
1817641,172.537
7298,178.992
922,46.949
99835,119.719
29755,153.170
131,21.714
41,21.127
27,20.540
13,21.127
609,41.667
212,22.888
1945,103.874
125,22.888
1006216,188.969
5166,112.677
2317,32.864
32900,173.123
1217,44.601
8618,172.537
1,21.127
1424,43.428
379,49.883
15753,169.602
1514334,236.504
247,35.212
1097,177.231
170476,104.461
190077,215.964
39,22.301
1044010,112.677
698,30.517
35,21.714
22631,102.113
643707,187.795
1,21.714
795,36.972
4475,119.719
50,22.301
10572,125.001
292695,159.039
775841,105.635
2,22.301
358,31.690
5965,100.353
1,22.301
1,21.127
12,21.714
26122,115.611
2393,119.132
636301,108.569
455,28.756
1,21.714
115,22.301
644,21.714
1,22.301
23551,109.743
707782,121.480
200599,102.700
2678,46.362
13,21.127
99863,104.461
1869677,186.034
164,29.930
591,30.517
573885,107.395
777,120.306
1458462,103.874
3141,105.048
36952,145.541
1350,44.601
856,452.468
459,28.756
28921,96.245
315201,168.429
124,21.714
36010,197.185
619937,108.569
1728,45.188
601,48.122
708,102.700
524,31.104
17,21.714
1153,30.517
4250,84.508
897,96.832
217,22.301
850,43.428
3415,45.188
129,22.888
1,21.714
639,137.912
6,21.714
2031615,180.753
11,22.301
9636,334.510
555951,103.874
3069,28.169
7377,127.348
1633,45.775
260,21.714
55,21.714
1404043,145.541
2,21.127
1937260,160.213
211027,151.996
314,256.457
18727,103.287
48154,156.691
556319,170.776
7,21.714
21,20.540
128,22.301
165,21.127
4841,105.635
4,21.127
1860014,89.203
15,21.714
649,30.517
2696,31.690
478,29.930
3355,46.362
83,21.714
10287,196.011
3586,48.122
751,22.301
68,22.301
471,29.930
4,21.127
538159,125.001
1552827,176.058
1207,45.775
14,20.540
1039618,172.537
3122,46.362
13,21.127
104612,96.245
1005268,215.964
451671,113.851
42,21.127
266671,106.808
2,22.301
65539,155.518
17,21.127
179,22.301
638,28.756
70,21.127
186,31.690
1783,45.188
241406,104.461
1014725,166.081
11,21.714
426,89.789
40,21.714
147079,101.527
1528759,104.461
35692,163.147
4,21.127
693,23.474
185514,271.716
1,21.714
513,44.014
106,21.714
18,21.127
254,21.714
333721,119.132
243,134.391
12,21.127
159969,102.113
52,22.301
39494,170.776
20322,142.020
108,21.714
1099,43.428
359829,106.221
10617,100.940
937349,203.053
12,21.714
5,21.714
7,21.714
1,20.540
1,22.301
60832,169.015
539,106.221
103,21.714
1294,35.212
218,22.301
1,19.953
20877,193.663
301349,103.287
368104,102.113
25655,188.969
73,22.301
18,21.714
463400,178.405
18764,113.851
2,21.714
54,21.127
238154,98.592
477442,162.560
2862,139.086
4485,161.386
4630,103.287
310701,151.996
2,22.301
794,45.188
5482,158.452
1,21.714
9655,105.635
18440,132.043
3243,36.385
13515,105.048
75546,99.766
186,21.714
3,21.127
3,21.127
814211,176.058
1292,39.906
4,21.127
4640,120.893
108,22.888
1,21.127
99,22.301
17708,106.808
24,19.953
21,21.127
158,22.888
60,21.714
156,29.930
14,21.127
12,21.127
1,22.301
80699,136.738
67669,92.137
503568,182.513
36683,154.931
29,21.714
238,22.301
251316,89.789
281374,101.527
18,21.127
594,88.029
1311,41.667
1387608,240.612
141009,103.287
727,35.212
2,21.714
54390,122.654
5,21.127
18,21.127
115,21.714
1333,45.188
23,21.127
12183,115.611
6,21.714
538,31.104
459728,217.138
1784,43.428
16594,149.062
22,21.714
27975,194.837
707971,102.700
421,447.773
1227,42.254
25955,156.691
101,22.301
125,21.714
756119,109.156
133366,93.897
15,20.540
101448,133.217
1,21.714
711,36.385
86,20.540
1620835,159.626
763,47.536
611398,157.278
1,21.127
19,19.953
1,21.127
35,21.714
4216,171.363
2158,106.221
840,47.536
42,22.301
24308,185.447
491703,98.592
8,21.127
20,20.540
9998,181.339
963,42.254
663801,155.518
2696,44.014
1015543,174.884
389,22.301
26,21.127
49,21.714
49057,377.937
15,20.540
3,21.127
737622,161.973
1527959,110.330
3,21.127
3762,208.335
63,22.301
2,20.540
1,20.540
18,21.714
2,20.540
28,21.127
30,21.127
61,22.301
122122,111.503
63036,228.875
159177,146.128
2,21.127
754,44.014
575,29.930
16,21.127
2298,42.841
123,21.714
12338,213.030
4941,116.198
600543,123.827
23689,184.274
1931910,129.109
11,21.714
1299097,212.443
3558,98.005
180,21.714
1,21.127
15895,237.091
131,21.714
7,20.540
30,21.714
8330,42.254
19,21.127
43,22.301
156327,103.287
106,22.301
794,28.756
2,21.714
2215,44.601
48,20.540
146456,103.874
266,32.864
81,21.127
4,21.127
27,21.714
4140,102.700
822966,108.569
4857,102.700
42,21.714
1075,45.775
1388,122.654
1,22.301
1786,38.733
15820,95.071
1771229,154.931
11,21.714
1,21.127
1,21.127
611824,127.935
187,31.104
11,31.690
8,22.888
1575440,168.429
216,22.888
147,21.127
117437,105.048
1000,45.188
494802,183.100
264088,146.128
107,21.127
9,22.301
14162,146.715
360500,174.297
278,22.301
972292,162.560
4,22.301
6,21.127
381547,110.330
5777,35.212
662,44.601
352,21.714
15,21.127
620,31.690
630122,100.940
252231,116.198
161,29.343
11,21.127
360809,109.156
416,28.756
3,21.714
32,22.888
14689,168.429
29,21.714
24,22.301
1,21.714
3495,112.677
1,21.714
38880,106.221
2725,56.338
358916,173.710
4,21.127
47784,99.179
3156,106.808
1569602,154.344
72,22.888
1418,97.419
3,20.540
457,28.756
266,22.888
80125,143.780
311311,106.221
92625,166.668
1215250,149.649
65,21.714
27980,419.604
146162,104.461
107774,102.700
326380,108.569
12336,113.264
65,21.714
1101229,165.494
812416,184.861
964806,172.537
15,21.127
9,21.127
1540367,200.706
181005,156.105
3,22.301
10804,104.461
235,22.888
2,22.301
124339,99.179
5,21.714
6902,100.353
31771,173.123
390,22.888
4,22.301
327075,122.654
178654,108.569
57,21.127
12511,110.916
13841,99.179
57,21.127
7250,98.592
1,21.127
1620814,463.032
505,22.888
187578,105.048
252247,105.048
5,21.127
5,21.127
132457,103.874
2,21.127
2,21.127
2072107,266.434
22,20.540
1,21.127
178843,95.071
281,32.277
56691,123.240
20,21.714
616,29.343
3133,45.188
106,22.301
2,21.127
149,22.301
42069,105.048
9,21.127
16,22.301
1091,27.582
12536,144.367
291045,116.198
36,22.301
720067,193.077
206,21.714
78,21.714
556514,107.395
508415,184.274
7,22.301
66424,102.700
1,21.714
21,22.301
4211,150.236
3,21.127
112,21.714
401,30.517
76,22.888
144,31.690
356,28.756
11500,34.038
6,21.714
1503,89.789
6,21.127
20221,101.527
772233,165.494
12,21.714
1,20.540
6369,161.973
125,22.301
33,21.127
26,22.301
1569537,172.537
4,22.301
1202,43.428
538908,122.067
382,39.906
10825,103.287
29534,156.105
1022,95.658
670140,105.635
4564,43.428
1663,42.841
13,20.540
9,21.127
47,22.301
1485,40.493
19676,95.658
436419,99.766
330691,133.217
6,19.953
4464,105.635
1989497,140.259
2448,45.188
334,21.714
8524,104.461
17212,120.893
360689,94.484
10040,107.982
127,21.714
21,20.540
923082,105.048
3373,120.893
16,21.127
2,21.127
1,21.127
1,75.705
6989,111.503
183563,114.438
592184,177.818
4,21.127
6158,99.179
161,21.714
8578,32.864
777473,110.916
11861,95.658
23,20.540
550,32.277
217,23.474
4,21.714
86,22.301
1376,45.188
3053,121.480
82,22.301
8,22.301
160,22.301
1580846,204.227
544660,202.466
50,22.301
20653,247.655
33,21.127
942,39.320
6551,50.470
111465,103.287
17472,109.156
18707,105.635
215573,147.888
35325,106.808
85,22.301
2653,44.014
20430,235.330
263,21.127
527,29.930
12,21.127
1,21.127
195,22.888
148941,136.151
37,21.127
107782,105.048
15,21.127
205,29.343
4,21.714
3565,103.874
2,20.540
219,21.714
693691,204.814
626,32.277
257,29.343
180161,116.198
29870,122.654
2,21.127
2,20.540
16,21.714
24569,159.626
316425,185.447
285036,108.569
206,28.169
32526,235.917
9656,258.805
5325,215.377
29,20.540
95,21.127
4,21.127
154454,100.353
709,46.362
3,21.127
14,20.540
85,21.127
303,30.517
1553173,118.546
1268,164.907
70,21.127
3,20.540
13,21.127
133654,96.832
1216,44.014
4,21.127
39,21.714
337328,113.264
821828,207.161
1259774,210.096
37899,118.546
1,21.127
9,21.127
625,22.888
352010,184.274
1,21.127
1,20.540
745,33.451
11964,108.569
14563,113.264
1597786,183.100
1254836,165.494
50110,105.635
117676,137.325
719,122.067
658280,223.006
1695742,298.711
53261,109.156
95,22.301
1255885,191.903
38,21.127
2,20.540
1,20.540
533,31.690
379223,109.156
2408,121.480
487,35.212
7,21.714
306,22.301
953,29.930
4,21.127
155,29.343
1061,29.343
38,21.714
1908769,156.691
178,21.714
56,22.301
1,22.301
972352,98.005
741444,193.663
24776,129.109
740819,127.348
443645,134.391
484,30.517
41569,121.480
146,21.127
339,23.474
26408,369.134
4,21.714
32302,141.433
5677,153.170
159,21.127
91104,86.855
15244,184.274
58091,114.438
10296,43.428
45,22.301
106,21.714
119663,122.067
17733,89.789
102048,145.541
519005,99.766
1,21.127
51,21.127
10,21.714
1,22.301
8841,113.264
595,21.714
1,22.301
2019,45.188
39,20.540
32794,135.564
1506,88.029
44,21.127
18,20.540
29,22.301
6781,90.963
6197,109.156
1003453,197.771
16544,107.395
95,20.540
2358,48.122
2,21.127
4,22.301
98,29.343
230026,104.461
45998,115.611
5593,50.470
11,21.714
3936,99.766
63,28.169
1197590,160.213
846,115.024
60,22.301
29,20.540
9488,158.452
135,21.714
271123,219.485
2,21.714
160,22.301
546,29.343
138,36.385
3,21.714
830153,125.588
27338,178.992
30,21.714
11,20.540
85,29.930
371643,116.785
5,22.301
1,21.127
5,21.714
21719,129.696
3,22.301
66,21.127
4,20.540
732718,215.964
2,21.714
39826,143.194
2,21.127
1988,46.362
1,21.127
1,21.714
4,21.127
40,22.301
51,21.714
28071,174.884
4119,112.677
6,21.127
128071,95.658
1,21.127
3782,161.973
9,21.714
5,21.714
1947,47.536
1024922,163.734
340,29.930
6588,194.837
6,20.540
56,20.540
130125,99.179
55,21.714
1020,28.756
3251,167.255
175,22.301
8201,103.287
1168,30.517
6,21.127
167594,95.658
305,21.127
105,22.301
733,39.320
410,29.930
589,30.517
3137,101.527
17799,538.150
26614,151.996
65,22.888
505,87.442
363121,109.743
4,22.301
512,33.451
851,93.897
150,24.061
127,22.888
1658803,184.274
73,23.474
1688926,157.278
18202,120.893
3159,45.188
37,23.474
1065,156.691
175221,106.221
11818,103.874
1,22.301
14,22.888
1699,98.005
29233,150.236
900,35.212
65,22.301
4,21.127
226798,170.776
99766,90.376
262,23.474
14,21.127
21,21.127
47,21.714
1,21.714
9370,127.348
13622,172.537
448978,130.283
908,47.536
9,22.888
68,22.301
2,21.714
49387,153.170
144,23.474
207,22.301
2781,49.296
1,21.127
659754,176.058
1931536,156.691
874,29.930
12658,164.907
45610,105.635
2573,102.700
809188,157.865
23,21.714
34,24.061
262,24.061
5031,103.287
152,22.888
37,22.301
239,22.301
266222,93.311
2396,89.789
15147,157.865
5,23.474
2795,48.122
23,21.714
142882,109.156
596,28.756
3,22.888
1421721,176.645
115685,96.832
8,21.714
9377,184.274
7,22.301
781,47.536
634,32.277
9,22.301
73,22.301
352,92.137
14088,99.179
12,22.888
12,20.540
2,22.888
5,22.301
470,30.517
372,22.301
1451,46.362
1,21.127
94614,94.484
76776,183.687
31,22.301
12010,160.799
87,22.888
4,21.714
6203,91.550
259962,99.179
770,41.080
4865,29.930
44,22.888
2147,49.296
2103,47.536
4,23.474
17664,155.518
53,21.714
34,22.888
18,22.888
26918,147.888
343,22.888
4401,44.014
9,22.888
2,21.714
21320,108.569
119,22.888
39,21.714
973191,180.166
54140,103.287
24770,159.626
738,43.428
63618,95.658
1117,44.014
15,22.301
8,22.888
6,21.714
1541,48.709
4,21.714
460392,97.419
377,22.888
5268,171.363
1075,31.104
29008,110.916
29,21.714
1,21.714
128685,139.086
719498,105.048
89,22.301
2,22.301
5,22.301
1,22.301
139,22.888
24954,106.221
13,22.301
832,30.517
5528,92.137
1630,36.972
1481,35.798
2575,102.113
43,22.301
793,37.559
1,21.714
1,22.888
886847,226.528
40,22.888
10,21.127
2,22.888
122858,106.808
412,24.648
1246079,208.335
22,22.888
5,22.888
639,29.930
655667,220.659
177,22.301
1089,107.982
40233,129.109
65,23.474
98529,105.048
85177,115.024
409,32.864
143086,105.048
29,22.888
14,22.301
1951879,204.814
6919,176.645
20640,101.527
1115,115.024
1595,94.484
97,22.888
66430,106.808
1265782,106.808
106,22.301
88206,201.293
535276,146.715
4563,46.362
961118,159.039
1448756,172.537
267,31.104
188,22.301
860818,169.602
5835,99.766
336,30.517
262,21.714
1847,35.212
207813,258.218
285948,115.611
35,22.301
6,22.301
9888,175.471
1,21.714
2780,103.874
916,38.146
42,22.301
39454,161.973
171,23.474
1,22.888
1494,45.775
1294721,156.691
1222,40.493
145185,142.607
33468,153.170
973,29.343
7,22.888
1641,107.395
248,21.714
1736,94.484
767,31.104
81,24.061
4,21.714
149296,105.635
69,23.474
7749,107.395
76,22.888
18483,153.170
23,21.127
7,21.714
2067,48.709
351,21.714
49,23.474
16,22.888
1209,48.122
138597,110.330
14809,134.978
51529,117.959
2618,48.709
6,22.301
34016,110.330
1,22.301
3,21.714
40,21.127
270990,103.874
152539,91.550
6663,149.649
1,21.714
125,22.888
4,22.301
29591,98.592
99198,106.808
772,29.930
164419,117.959
1975,103.874
56051,153.757
741,29.930
543468,102.113
85,22.888
49971,93.897
1,22.301
1246844,107.395
20,21.714
63,22.301
9,22.888
22233,95.071
6,22.301
142255,132.043
594,31.104
15997,112.090
857021,172.537
14,22.888
19868,149.062
1,22.301
574,22.888
124,22.888
231852,110.330
11,22.888
2524,121.480
2,22.301
51,22.888
71,22.301
1376077,187.208
40660,180.753
5,23.474
4633,113.851
1086,90.963
11839,149.062
1200,29.930
537264,112.090
278,23.474
2373,48.122
319426,102.113
5644,208.922
233743,100.940
1,21.714
65,23.474
1521545,259.392
208133,107.395
38723,95.658
5764,109.156
85055,157.865
572299,130.870
187,22.301
60243,106.221
161,32.277
771692,223.593
1604,46.949
467,22.301
1528,48.709
198267,460.097
44454,109.743
109563,102.700
130096,101.527
1558,47.536
615100,169.602
287,31.690
1924665,170.189
3472,103.874
345190,98.592
493075,100.353
979713,205.401
126,21.714
43286,103.874
2637,310.448
43,22.301
109881,94.484
68100,100.940
31,21.714
10905,91.550
3148,107.982
390705,156.105
442,23.474
865,39.906
34,30.517
27,22.301
140013,173.710
12,21.714
389698,159.626
119,33.451
19685,216.551
4253,49.296
5,23.474
196,22.888
2285,97.419
8711,100.940
301,22.888
656992,99.179
8443,349.768
1047541,109.156
108140,102.113
1978,51.057
489373,105.048
20,21.714
71,21.714
594,31.690
104,23.474
3,20.540
23,23.474
5182,106.221
40465,154.931
159849,99.766
5134,104.461
8,21.714
65,21.714
180441,123.240
191,22.301
4,22.301
1,22.301
43,22.888
516,21.714
21792,101.527
1599202,158.452
2673,47.536
10,21.714
1742,48.122
11,21.127
3223,101.527
542,49.296
62838,95.658
1255,47.536
28,22.888
95,22.888
93,22.301
567,23.474
138,30.517
231249,159.039
497315,109.156
25338,161.973
5,23.474
2882,47.536
490,23.474
888396,154.931
16,21.127
4204,161.386
27,21.714
1,20.540
982220,109.156
123,22.301
1,21.714
20,23.474
64654,157.278
8347,154.344
15,23.474
84,23.474
358595,106.221
22887,101.527
661,32.277
550,24.061
7,22.888
48,22.888
887716,172.537
198,24.061
574,21.714
150,22.301
112314,84.508
15,21.714
17,22.301
26426,101.527
381715,109.743
97,23.474
83,32.864
41,23.474
41,22.301
1265,92.724
375644,105.635
1088,46.362
1771,108.569
175936,106.808
142042,96.245
2002,47.536
1,21.127
2951,38.733
46,21.714
26,21.714
368407,104.461
7,21.127
714377,103.874
176,29.343
98,23.474
2,22.888
2645,107.982
230,32.277
276,22.301
19,22.301
293234,174.297
25,22.888
286,23.474
2,23.474
676925,159.039
51,24.061
9,22.888
26,21.127
4240,178.405
9872,150.823
31804,98.005
834,32.277
5,21.127
1,21.714
70,21.714
771669,98.592
12545,106.221
119,22.888
1607,108.569
2,21.127
1580,43.428
234,30.517
16,22.301
1063,31.104
11529,110.916
63784,96.832
1026,41.667
205,22.301
62,22.301
1222869,85.681
1236,44.601
8,21.714
14,21.714
1117423,95.658
21,21.127
4,22.301
27,21.714
1986,44.014
87,21.714
12010,91.550
24,21.714
2,22.301
51,23.474
131,22.888
72,22.301
3605,47.536
48,22.301
3,23.474
430547,171.363
72567,127.935
3,22.888
648,29.343
10,21.714
39,22.301
696966,184.861
525122,107.395
3,23.474
856,36.385
24,22.888
231,31.104
499,31.104
200272,93.897
461,22.888
7400,107.982
106710,93.311
43338,144.954
4542,171.363
1,21.714
79,21.714
2,21.714
183025,105.635
2202,100.940
4,22.301
4,22.888
334561,93.311
351,32.277
3127,102.113
7,22.301
275,22.888
1647,49.296
597502,159.626
7619,104.461
1,21.127
1,22.888
832529,107.982
716826,155.518
1568807,154.931
1,21.714
292,29.930
38,23.474
334,31.104
146171,100.940
3,21.714
688261,107.395
515,31.104
391451,103.287
14223,158.452
5,22.888
553464,100.353
1505874,177.231
17,21.714
8224,101.527
768,96.832
45,21.127
217137,108.569
292,22.301
3757,36.972
1678,102.700
2249,45.188
12,22.888
2,22.301
610,32.864
133475,96.245
2,22.301
1914,48.122
2126,30.517
1963634,171.950
532,22.301
77246,105.635
181,24.061
55025,106.808
12,21.127
19,22.888
201852,101.527
4,21.714
9853,142.020
15358,92.724
58540,98.592
85805,157.865
9939,156.691
42377,23.474
1624787,160.213
229,22.888
37,22.888
71,23.474
23,22.888
9360,173.123
1,21.714
39800,101.527
11,22.301
19,21.714
106005,102.113
1133,112.677
1,22.888
290384,107.395
6,21.714
37361,94.484
271897,109.156
7046,97.419
1011,46.362
35,21.714
157,22.301
9804,103.874
678,30.517
24,22.888
126079,106.808
3,21.127
927437,157.865
3213,160.799
273693,454.816
4364,154.344
71,22.888
212046,157.865
1007120,108.569
2388,104.461
7,21.714
11,22.301
13,21.714
7,21.714
453235,106.808
159,22.888
151,21.714
22909,94.484
1189139,152.583
184,22.301
3172,102.113
3,22.888
5,21.714
156,23.474
37591,103.874
13682,148.475
13129,108.569
4,22.888
197,22.888
4,22.301
112,21.127
11,21.714
10,23.474
43,22.888
4476,106.808
1,22.301
219510,107.982
1,21.714
417582,100.940
105416,90.376
3840,160.799
1,21.714
1200461,461.858
9427,106.808
11,22.888
259443,105.048
4,23.474
1706,48.709
2833,105.635
2,22.888
314861,99.766
2,22.301
8,22.888
1792445,157.865
1763,38.146
329960,105.635
11694,105.048
12,22.888
1513089,160.213
1,21.714
58,31.690
81,21.127
11,22.301
877,45.775
4065,106.221
557110,106.808
1727,45.775
227,23.474
805380,106.808
300,24.061
8,22.888
1405,47.536
492,32.864
12,22.301
37,22.301
5562,157.865
1,22.301
148,23.474
4,22.301
4293,102.113
338,31.690
1424936,158.452
18405,161.973
2322,89.789
1217899,151.410
15,21.714
347,31.104
1958,48.122
187,32.277
267,21.714
7507,162.560
11053,156.105
24740,157.278
88665,104.461
4,21.714
49,22.301
8005,99.766
7973,108.569
22625,160.213
1451,103.287
1,22.888
483946,105.048
7,22.888
645,47.536
2,22.301
78,22.301
1,22.301
4,21.714
36398,157.865
5,22.301
14852,103.874
5,21.714
5,22.301
161,23.474
18629,98.592
3,22.301
107,29.930
4,21.127
20748,102.113
474468,102.700
1377,102.113
36,22.301
1613,44.601
12,22.301
3,21.714
11561,167.842
724,32.864
92103,96.832
44,23.474
10,22.888
307,31.690
53,22.301
2,21.127
3144,107.982
37224,101.527
6,22.301
826988,155.518
18877,101.527
29,21.127
15418,93.897
493793,98.005
539356,154.931
97204,89.203
1,22.301
29,22.888
803,28.169
3,22.888
103479,92.137
3609,102.700
78615,96.245
23411,107.982
2,21.127
2,22.301
27,22.301
44,21.714
9,21.714
322777,100.940
37059,95.658
900408,150.823
6,22.301
453974,106.808
190,30.517
390,30.517
1102083,98.005
598274,151.996
6,21.714
3,21.714
235922,154.931
442104,90.963
105,23.474
1580,105.635
104097,99.766
27,22.301
80,22.301
90614,98.005
1071,51.057
449,29.343
489031,102.700
55,23.474
119,24.061
18349,159.626
1303723,102.700
289,22.301
18528,155.518
17,22.301
12809,96.245
500276,159.039
2,23.474
263,32.864
214792,103.874
18,22.888
57,22.888
19,21.714
4590,37.559
29,21.127
5,21.714
49076,100.940
108,22.301
1311573,102.113
8303,103.874
4522,133.804
1084,31.690
513,30.517
311277,125.001
87218,108.569
31,21.714
167,23.474
2897,109.743
7,21.714
3141,100.940
347734,149.062
135203,103.874
5799,174.297
47,23.474
2979,175.471
100644,109.743
614928,114.438
255,23.474
268842,107.982
64,22.301
80,23.474
2,22.888
4411,191.316
1570,44.601
16416,159.039
132281,115.611
1513,43.428
336,22.301
6,22.301
5457,119.132
1,22.888
77989,164.321
2,23.474
973,44.014
11575,100.353
246405,103.287
29772,156.105
1939122,150.823
150,22.301
226604,120.893
2062,29.930
54,23.474
14562,94.484
23,23.474
2710,49.883
22,21.127
1,22.888
794,31.690
18007,99.766
307729,164.321
33938,159.626
1458012,157.278
714099,158.452
129,22.888
1092,46.949
2909,132.630
8,22.888
4,22.301
1,21.127
55,21.714
24826,194.250
1,21.714
1,22.301
2766,112.090
1885,106.221
7,22.301
8244,150.823
27,21.714
9766,99.766
1,23.474
1,22.888
90,23.474
75,24.061
43726,98.592
1792,51.644
204978,103.874
1004947,166.081
2484,103.874
70,21.127
8667,106.808
364,28.756
2,23.474
2952,46.949
89,24.648
232,24.061
3,22.888
693851,191.316
2397,36.385
14,21.714
710519,103.287
133264,102.113
354426,122.654
1378941,180.753
275449,113.851
5907,112.090
1242,47.536
618,30.517
46,21.714
8730,110.330
33,22.888
62,23.474
102969,96.245
3016,46.362
4719,113.264
1492,31.690
3,22.301
461,21.714
112,23.474
6507,127.935
4280,49.296
4,21.714
1,22.301
60764,87.442
1477,31.690
167,22.888
11,22.301
44541,155.518
55,21.714
3839,89.789
1147448,151.410
15,22.301
1743,46.362
193922,106.808
12,22.301
228,23.474
547,41.080
9953,98.005
719582,107.395
4380,98.005
198,22.888
11,22.888
1,20.540
12,22.301
17857,153.757
7180,103.874
15585,107.395
59501,86.268
1,22.301
12,22.888
396,28.169
19224,113.851
55,22.301
425,22.301
2201,103.287
1415710,160.213
89202,158.452
5952,42.841
21788,95.658
2,22.888
318,21.714
6517,102.700
44,21.714
574557,153.170
2746,49.296
545,21.714
62,22.301
1,22.301
3,22.301
21,24.061
73401,95.658
1001,46.949
244,22.888
111671,100.940
12351,95.071
4,22.301
382,30.517
155,23.474
429236,173.123
592,46.362
2026,39.906
81,28.169
15,23.474
111993,93.897
9076,96.245
377,31.690
75600,100.940
1845,46.362
431,22.301
1956,110.916
4351,49.296
142123,93.311
24,21.714
192519,96.245
38937,154.931
19638,98.592
50,23.474
1,22.301
109280,105.635
199,29.930
25,33.451
3824,112.090
199788,102.700
6138,165.494
42,31.690
1176,29.343
4328,48.709
72302,160.213
183560,99.179
2996,49.296
22,22.888
154,30.517
408208,155.518
73,22.301
9,22.301
8428,96.832
6,22.888
716311,97.419
7,23.474
288,22.888
413,24.061
32272,152.583
179,24.061
11048,169.015
883,45.775
3,22.301
551,31.104
148374,103.874
3,22.301
35,21.714
14,21.714
99,24.061
133963,95.658
1,22.301
608635,107.395
7,24.061
669,31.104
1536,40.493
1013170,151.410
138,22.301
17,22.888
10,22.888
3678,107.982
3,21.714
3960,106.808
232867,107.395
28114,92.724
6240,48.709
79539,156.105
208485,103.874
31,22.888
25,21.127
3208,109.743
1874,104.461
92045,156.691
4,21.714
13223,156.105
150,24.061
672478,102.113
62505,95.071
5270,173.710
4,22.301
3,21.127
336,29.930
6,22.301
1,22.888
4380,100.940
9637,99.766
3097,45.188
89,22.888
1335071,159.039
131403,93.311
22429,154.344
15641,173.710
438287,100.940
42,24.061
1737,107.982
5831,367.961
1073159,167.842
65,22.888
584,24.061
16,21.714
1119,46.949
1874031,153.757
93082,104.461
373,22.301
4,21.714
898,31.104
51600,100.353
1,22.888
29,23.474
141,22.888
5,21.714
124,22.301
43431,96.245
35,22.301
133,22.888
99,22.888
345057,95.071
1022706,152.583
210444,156.105
219667,105.635
59379,103.287
2281,107.982
1638,46.949
7948,153.170
99620,102.700
1,22.301
37,21.127
37340,158.452
89,22.301
13505,102.700
831861,92.724
149446,99.179
19585,105.635
13308,103.287
26,22.888
75480,98.592
16,22.301
1499720,153.170
103017,89.789
542,22.888
12,21.714
605710,105.635
67323,107.982
2,22.888
10,24.061
2,21.127
147,23.474
1,23.474
1,22.888
22,21.714
373757,107.982
133793,94.484
51472,101.527
100,23.474
854,30.517
2504,111.503
125,21.127
20362,106.221
60,22.301
24479,106.808
335,22.888
24,23.474
2528,38.733
3,21.127
911435,154.344
67382,102.700
248196,106.221
4,21.127
4275,102.700
12192,152.583
3809,153.170
2,22.301
299,31.690
80,22.301
3,22.301
36414,103.287
523,47.536
1218,43.428
55932,92.137
1093,45.188
27923,103.287
11042,155.518
69,22.301
701,22.301
1,22.301
513,32.277
1757997,160.213
609,31.104
636,29.343
51,23.474
10,22.301
305293,155.518
1124,43.428
23309,155.518
955248,167.842
217,23.474
838,33.451
56045,90.963
3763,106.221
9,21.714
541,23.474
6,22.888
44,22.301
1,21.127
489,31.690
238,31.690
39525,154.931
438145,95.071
291086,104.461
1062,22.301
228,22.301
3875,164.907
6,21.714
15451,156.691
1,22.888
3,21.714
396,31.104
1,22.888
5863,103.287
412822,106.808
55,21.714
60511,103.874
60094,96.245
68181,103.287
368,22.301
27373,151.996
17,22.301
631152,106.808
1475,47.536
22306,99.766
5,22.888
969880,153.170
449430,100.940
259,21.714
1070357,166.668
179,22.301
16778,100.353
20505,101.527
37,22.888
343,24.061
11,21.714
8557,110.916
15,22.301
69,22.301
65,24.648
15,22.888
697,30.517
29465,104.461
22,22.301
1,21.714
5798,110.330
876,31.690
118088,94.484
166,22.888
40,21.714
1,22.301
1,21.714
709,28.756
12,21.714
1984,44.014
22,22.888
73,23.474
1257,50.470
4,22.301
19194,106.221
755,29.930
337,22.888
567,35.212
7,22.888
28635,106.221
2,22.301
85,22.301
130,22.888
37,21.714
